cleaner__getlemmatisation,cleaner__removedigit,mnb__alpha,mnb__fit_prior,mnb__force_alpha,tfidf__lowercase,tfidf__stop_words,accuracy
True,True,0.5,False,False,True,,0.45999999999999996
True,True,0.9,True,False,False,english,0.45999999999999996
False,False,1.5,True,False,True,english,0.45999999999999996
True,True,0.5,False,True,True,,0.45999999999999996
True,True,0.5,True,True,True,,0.45999999999999996
True,False,0.9,False,True,True,english,0.4583333333333333
True,True,0.9,True,False,True,,0.4583333333333333
False,False,1.1,True,True,True,english,0.4583333333333333
False,True,0.7,True,False,False,,0.4583333333333333
True,False,0.9,False,False,True,english,0.4583333333333333
False,True,0.7,True,True,False,,0.4583333333333333
False,False,0.9,False,False,False,english,0.4583333333333333
False,False,1.1,True,True,False,english,0.4583333333333333
True,True,0.9,False,False,True,,0.4583333333333333
True,False,0.9,True,False,True,english,0.4583333333333333
True,True,0.9,False,True,True,,0.4583333333333333
False,True,1.1,False,True,False,english,0.4583333333333333
False,False,1.1,True,False,True,english,0.4583333333333333
False,False,1.1,True,False,False,english,0.4583333333333333
False,True,0.7,False,True,False,,0.4583333333333333
True,True,0.9,True,True,True,,0.4583333333333333
False,False,1.1,False,True,True,english,0.4583333333333333
False,False,1.1,False,True,False,english,0.4583333333333333
False,True,0.5,False,True,True,english,0.4583333333333333
False,False,1.1,False,False,True,english,0.4583333333333333
False,False,1.1,False,False,False,english,0.4583333333333333
False,False,1.3,True,True,True,english,0.4583333333333333
False,True,0.5,True,False,True,english,0.4583333333333333
False,False,1.3,True,False,True,english,0.4583333333333333
False,False,1.3,False,True,True,english,0.4583333333333333
False,True,0.5,False,False,True,english,0.4583333333333333
False,False,0.9,True,False,False,english,0.4583333333333333
False,False,0.9,False,False,True,english,0.4583333333333333
False,False,0.7,False,False,True,english,0.4583333333333333
False,True,1.1,True,False,False,english,0.4583333333333333
False,True,1.1,True,True,False,english,0.4583333333333333
False,False,0.5,True,True,False,english,0.4583333333333333
False,False,0.5,True,False,False,english,0.4583333333333333
False,False,0.5,False,True,False,english,0.4583333333333333
False,True,0.9,False,False,True,,0.4583333333333333
False,False,0.5,False,False,False,english,0.4583333333333333
False,False,0.7,True,True,True,english,0.4583333333333333
False,True,0.9,False,True,True,,0.4583333333333333
False,False,0.7,True,False,True,english,0.4583333333333333
False,False,0.7,False,True,True,english,0.4583333333333333
True,False,0.7,True,True,True,english,0.4583333333333333
False,True,0.9,True,False,True,,0.4583333333333333
True,False,0.9,True,True,True,english,0.4583333333333333
False,False,1.3,False,False,True,english,0.4583333333333333
True,False,0.7,True,False,True,english,0.4583333333333333
False,False,0.9,True,True,True,english,0.4583333333333333
False,True,0.9,True,True,True,,0.4583333333333333
True,False,0.7,False,True,True,english,0.4583333333333333
False,False,0.9,True,True,False,english,0.4583333333333333
False,False,0.9,True,False,True,english,0.4583333333333333
False,True,0.7,False,False,False,,0.4583333333333333
True,False,0.7,False,False,True,english,0.4583333333333333
False,True,1.1,False,False,False,english,0.4583333333333333
False,False,0.9,False,True,True,english,0.4583333333333333
False,False,0.9,False,True,False,english,0.4583333333333333
False,True,0.5,True,True,True,english,0.4583333333333333
True,True,0.5,True,True,True,english,0.4566666666666667
True,True,0.7,False,True,False,,0.4566666666666667
True,False,0.9,True,True,True,,0.4566666666666667
True,True,1.1,True,True,False,english,0.4566666666666667
True,True,1.1,False,False,False,english,0.4566666666666667
True,False,0.9,False,False,True,,0.4566666666666667
True,True,0.7,True,True,False,,0.4566666666666667
True,False,0.9,False,True,True,,0.4566666666666667
True,True,0.5,False,False,True,english,0.4566666666666667
True,False,0.9,True,False,True,,0.4566666666666667
True,True,0.5,False,True,True,english,0.4566666666666667
True,True,1.1,True,False,False,english,0.4566666666666667
True,True,1.1,False,True,False,english,0.4566666666666667
True,True,0.7,False,False,False,,0.4566666666666667
True,True,0.5,True,False,True,english,0.4566666666666667
True,True,0.7,True,False,False,,0.4566666666666667
False,True,1.5,True,False,False,english,0.4566666666666666
False,True,1.5,False,True,False,english,0.4566666666666666
True,False,1.1,True,False,True,english,0.4566666666666666
True,False,1.1,False,False,True,english,0.4566666666666666
False,True,1.5,False,False,False,english,0.4566666666666666
False,True,1.3,False,False,False,english,0.4566666666666666
True,False,1.1,True,True,True,english,0.4566666666666666
False,True,1.5,True,True,False,english,0.4566666666666666
False,True,1.3,False,True,False,english,0.4566666666666666
False,True,1.3,True,False,False,english,0.4566666666666666
False,True,1.3,True,True,False,english,0.4566666666666666
True,True,0.7,False,True,True,english,0.4566666666666666
True,True,0.7,False,False,True,english,0.4566666666666666
True,True,0.7,True,False,True,english,0.4566666666666666
True,False,1.1,False,True,True,english,0.4566666666666666
True,True,0.7,True,True,True,english,0.4566666666666666
False,False,0.5,True,True,True,english,0.455
False,False,1.1,True,False,True,,0.455
True,False,1.3,False,False,True,english,0.455
True,True,0.5,False,True,False,english,0.455
True,True,0.9,False,True,True,english,0.455
True,False,1.3,False,True,False,english,0.455
True,False,1.3,False,True,True,english,0.455
False,False,1.1,True,True,True,,0.455
True,True,0.9,True,False,True,english,0.455
True,True,0.5,True,False,False,english,0.455
True,True,0.9,True,True,True,english,0.455
True,False,1.3,False,False,False,english,0.455
False,False,1.1,False,True,True,,0.455
True,False,1.3,True,False,False,english,0.455
True,True,0.7,False,False,False,english,0.455
True,False,1.3,True,False,True,english,0.455
True,False,0.5,False,False,True,,0.455
False,False,1.1,False,False,True,,0.455
True,True,0.7,False,True,False,english,0.455
True,True,0.5,True,True,False,english,0.455
True,False,0.5,True,False,True,,0.455
True,False,1.3,True,True,True,english,0.455
True,True,0.9,False,False,True,english,0.455
True,True,0.5,False,False,False,english,0.455
True,False,1.1,True,False,True,,0.455
False,False,0.7,False,False,False,english,0.455
True,False,1.1,False,False,True,,0.455
False,False,0.5,True,False,True,english,0.455
False,False,0.5,False,True,True,english,0.455
True,False,1.1,False,True,True,,0.455
True,False,0.5,True,True,True,,0.455
True,True,0.7,True,False,False,english,0.455
True,False,1.3,True,True,False,english,0.455
True,False,0.5,False,True,True,,0.455
True,True,0.7,True,True,False,english,0.455
False,False,0.7,False,True,False,english,0.455
False,False,0.5,False,False,True,english,0.455
True,False,1.1,True,True,True,,0.455
False,False,0.7,True,False,False,english,0.455
False,False,0.7,True,True,False,english,0.455
True,True,1.5,True,True,False,english,0.45333333333333337
True,True,1.3,False,True,False,english,0.45333333333333337
True,True,1.3,True,False,False,english,0.45333333333333337
True,True,1.5,False,False,False,english,0.45333333333333337
True,True,1.5,True,False,False,english,0.45333333333333337
True,True,1.3,False,False,False,english,0.45333333333333337
True,True,1.5,False,True,False,english,0.45333333333333337
True,True,1.3,True,True,False,english,0.45333333333333337
True,False,0.9,False,False,False,english,0.45333333333333337
True,False,0.9,False,True,False,english,0.45333333333333337
True,False,0.7,True,False,False,english,0.45333333333333337
True,False,0.7,False,False,False,english,0.45333333333333337
True,False,0.7,True,True,False,english,0.45333333333333337
True,False,0.9,True,True,False,english,0.45333333333333337
True,False,0.9,True,False,False,english,0.45333333333333337
True,False,0.7,False,True,False,english,0.45333333333333337
True,True,1.1,False,True,True,,0.4533333333333333
True,False,0.7,True,False,False,,0.4533333333333333
True,False,1.1,False,False,False,english,0.4533333333333333
True,True,1.1,True,True,True,,0.4533333333333333
True,False,0.7,False,False,False,,0.4533333333333333
True,False,1.1,False,True,False,english,0.4533333333333333
True,True,1.1,True,False,True,,0.4533333333333333
True,False,1.1,True,True,False,english,0.4533333333333333
True,False,0.7,False,True,False,,0.4533333333333333
True,False,1.5,False,False,True,english,0.4533333333333333
True,True,1.1,False,False,True,,0.4533333333333333
True,False,0.7,True,True,False,,0.4533333333333333
True,False,1.5,True,True,True,english,0.4533333333333333
True,False,1.5,True,False,True,english,0.4533333333333333
True,False,1.1,True,False,False,english,0.4533333333333333
True,False,1.5,False,True,True,english,0.4533333333333333
True,False,0.9,False,True,False,,0.45166666666666666
True,False,0.9,False,False,False,,0.45166666666666666
True,True,1.1,True,False,True,english,0.45166666666666666
True,True,1.3,False,True,True,english,0.45166666666666666
True,True,1.1,False,False,True,english,0.45166666666666666
True,False,0.9,True,False,False,,0.45166666666666666
True,True,1.3,False,False,True,english,0.45166666666666666
True,True,1.3,True,False,True,english,0.45166666666666666
True,False,0.9,True,True,False,,0.45166666666666666
True,True,1.1,True,True,True,english,0.45166666666666666
True,True,1.1,False,True,True,english,0.45166666666666666
True,True,1.3,True,True,True,english,0.45166666666666666
True,False,1.5,True,False,False,english,0.45
True,False,1.5,True,True,False,english,0.45
True,False,1.5,False,False,False,english,0.45
True,True,1.5,True,True,True,english,0.45
True,False,1.5,False,True,False,english,0.45
True,True,1.5,True,False,True,english,0.45
True,True,1.5,False,False,True,english,0.45
True,True,1.5,False,True,True,english,0.45
False,False,0.9,True,False,False,,0.4483333333333333
True,True,0.9,True,True,False,,0.4483333333333333
True,False,0.5,True,True,False,english,0.4483333333333333
True,False,0.5,True,False,False,english,0.4483333333333333
False,True,1.1,True,False,True,,0.4483333333333333
True,False,0.5,False,True,False,english,0.4483333333333333
True,False,0.5,False,False,False,english,0.4483333333333333
False,True,1.1,False,True,True,,0.4483333333333333
False,False,1.3,True,False,True,,0.4483333333333333
False,False,0.9,True,True,False,,0.4483333333333333
False,True,1.1,False,False,True,,0.4483333333333333
False,False,1.3,False,False,True,,0.4483333333333333
True,True,0.9,True,False,False,,0.4483333333333333
False,False,0.9,False,False,False,,0.4483333333333333
True,True,0.9,False,True,False,,0.4483333333333333
True,True,0.9,False,False,False,,0.4483333333333333
False,False,0.9,False,True,False,,0.4483333333333333
False,True,1.1,True,True,True,,0.4483333333333333
False,False,1.3,False,True,True,,0.4483333333333333
False,False,1.3,True,True,True,,0.4483333333333333
True,False,1.5,False,True,True,,0.4466666666666667
True,False,1.5,False,False,True,,0.4466666666666667
True,False,1.5,True,False,True,,0.4466666666666667
True,False,1.5,True,True,True,,0.4466666666666667
True,False,1.3,True,True,True,,0.445
True,True,1.3,True,True,True,,0.445
False,True,0.9,True,False,False,,0.445
True,False,1.3,False,False,True,,0.445
False,True,1.3,True,False,True,,0.445
False,True,1.3,False,True,True,,0.445
False,True,1.3,False,False,True,,0.445
True,False,1.3,False,True,True,,0.445
False,True,1.3,True,True,True,,0.445
False,True,0.9,False,False,False,,0.445
False,True,0.9,False,True,False,,0.445
True,False,1.3,True,False,True,,0.445
True,True,1.3,False,False,True,,0.445
True,True,1.3,True,False,True,,0.445
True,True,1.3,False,True,True,,0.445
False,True,0.9,True,True,False,,0.445
True,True,1.5,False,False,True,,0.44333333333333336
True,True,1.5,True,True,True,,0.44333333333333336
True,True,1.5,False,True,True,,0.44333333333333336
True,True,1.5,True,False,True,,0.44333333333333336
False,True,1.5,False,False,True,,0.4433333333333333
False,True,1.5,True,True,True,,0.4433333333333333
False,True,1.5,True,False,True,,0.4433333333333333
False,True,1.5,False,True,True,,0.4433333333333333
False,False,1.1,False,False,False,,0.44166666666666665
False,False,1.1,False,True,False,,0.44166666666666665
False,False,1.1,True,True,False,,0.44166666666666665
False,False,1.1,True,False,False,,0.44166666666666665
True,False,1.1,True,False,False,,0.43999999999999995
True,False,1.1,False,True,False,,0.43999999999999995
True,False,1.1,True,True,False,,0.43999999999999995
True,False,1.1,False,False,False,,0.43999999999999995
False,False,1.5,True,True,True,,0.4383333333333333
False,False,1.5,True,False,True,,0.4383333333333333
False,False,1.5,False,False,True,,0.4383333333333333
False,False,1.5,False,True,True,,0.4383333333333333
False,True,1.1,True,False,False,,0.4366666666666667
False,True,1.1,True,True,False,,0.4366666666666667
False,True,1.1,False,False,False,,0.4366666666666667
False,True,1.1,False,True,False,,0.4366666666666667
True,False,1.3,False,True,False,,0.435
True,True,1.1,False,False,False,,0.435
True,False,1.3,True,False,False,,0.435
True,True,1.1,True,True,False,,0.435
True,False,1.3,False,False,False,,0.435
True,True,1.1,True,False,False,,0.435
True,False,1.3,True,True,False,,0.435
True,True,1.1,False,True,False,,0.435
True,True,1.3,False,True,False,,0.43166666666666664
True,True,1.3,True,True,False,,0.43166666666666664
True,True,1.3,False,False,False,,0.43166666666666664
True,True,1.3,True,False,False,,0.43166666666666664
False,False,1.3,True,True,False,,0.43
False,False,1.3,True,False,False,,0.43
False,False,1.3,False,False,False,,0.43
False,False,1.3,False,True,False,,0.43
True,True,1.5,False,True,False,,0.4283333333333334
True,True,1.5,False,False,False,,0.4283333333333334
True,True,1.5,True,False,False,,0.4283333333333334
True,True,1.5,True,True,False,,0.4283333333333334
False,True,1.3,False,True,False,,0.4283333333333333
False,True,1.3,False,False,False,,0.4283333333333333
False,True,1.5,False,False,False,,0.4283333333333333
False,True,1.5,False,True,False,,0.4283333333333333
False,True,1.3,True,True,False,,0.4283333333333333
False,True,1.5,True,False,False,,0.4283333333333333
False,True,1.3,True,False,False,,0.4283333333333333
False,True,1.5,True,True,False,,0.4283333333333333
True,False,1.5,False,True,False,,0.4266666666666667
True,False,1.5,True,False,False,,0.4266666666666667
True,False,1.5,True,True,False,,0.4266666666666667
True,False,1.5,False,False,False,,0.4266666666666667
False,False,1.5,True,False,False,,0.42500000000000004
False,False,1.5,False,True,False,,0.42500000000000004
False,False,1.5,True,True,False,,0.42500000000000004
False,False,1.5,False,False,False,,0.42500000000000004
