cleaner__getlemmatisation,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
False,True,10.0,0.1,sigmoid,True,,0.4583333333333333
True,False,10.0,0.1,linear,False,english,0.4583333333333333
True,False,10.0,0.01,linear,False,english,0.4583333333333333
True,False,10.0,1.0,linear,False,english,0.4583333333333333
True,True,1.0,0.01,linear,False,,0.4566666666666667
True,True,1.0,1.0,linear,True,,0.4566666666666667
True,True,1.0,0.001,linear,False,,0.4566666666666667
True,True,1.0,0.01,linear,True,,0.4566666666666667
True,True,10.0,0.1,sigmoid,False,,0.4566666666666667
True,True,1.0,1.0,linear,False,,0.4566666666666667
True,True,1.0,0.1,linear,False,,0.4566666666666667
False,False,10.0,1.0,rbf,False,,0.4566666666666667
True,True,1.0,0.1,linear,True,,0.4566666666666667
True,True,1.0,0.001,linear,True,,0.4566666666666667
False,True,10.0,0.001,linear,False,,0.4566666666666666
False,True,10.0,0.01,linear,False,,0.4566666666666666
False,True,1.0,0.001,linear,True,,0.4566666666666666
False,True,1.0,0.01,linear,True,,0.4566666666666666
False,True,10.0,0.1,linear,False,,0.4566666666666666
False,True,1.0,0.1,linear,True,,0.4566666666666666
False,True,1.0,1.0,linear,True,,0.4566666666666666
False,True,10.0,1.0,linear,False,,0.4566666666666666
True,True,10.0,0.1,sigmoid,True,,0.45500000000000007
True,False,1.0,1.0,rbf,False,,0.455
False,True,10.0,0.1,sigmoid,False,,0.455
True,True,1.0,1.0,rbf,False,,0.455
False,True,10.0,1.0,sigmoid,False,english,0.455
False,True,10.0,0.1,linear,False,english,0.45333333333333337
False,True,1.0,0.001,linear,False,,0.45333333333333337
False,False,10.0,1.0,linear,True,,0.45333333333333337
False,True,1.0,0.01,linear,False,,0.45333333333333337
False,True,10.0,0.1,rbf,True,,0.45333333333333337
False,True,1.0,0.1,linear,False,,0.45333333333333337
False,False,10.0,0.1,linear,True,,0.45333333333333337
False,True,10.0,0.01,linear,False,english,0.45333333333333337
False,True,1.0,1.0,linear,False,,0.45333333333333337
False,True,10.0,1.0,linear,False,english,0.45333333333333337
False,True,10.0,0.001,linear,False,english,0.45333333333333337
False,False,10.0,0.01,linear,True,,0.45333333333333337
False,False,10.0,0.001,linear,True,,0.45333333333333337
False,False,1.0,0.1,linear,False,,0.4533333333333333
False,False,10.0,1.0,sigmoid,False,english,0.4533333333333333
False,False,1.0,0.01,linear,False,,0.4533333333333333
False,True,1.0,1.0,sigmoid,True,,0.4533333333333333
False,False,1.0,1.0,linear,False,,0.4533333333333333
False,False,10.0,0.1,sigmoid,False,,0.4533333333333333
False,False,1.0,0.001,linear,False,,0.4533333333333333
False,False,10.0,1.0,sigmoid,True,english,0.45166666666666666
False,False,10.0,1.0,linear,False,,0.45166666666666666
True,False,1.0,0.001,linear,True,,0.45166666666666666
True,False,1.0,1.0,linear,True,,0.45166666666666666
True,False,10.0,0.1,sigmoid,True,,0.45166666666666666
False,False,10.0,0.001,linear,False,,0.45166666666666666
True,False,1.0,0.01,linear,True,,0.45166666666666666
False,False,10.0,0.01,linear,False,,0.45166666666666666
False,False,10.0,0.1,linear,False,,0.45166666666666666
True,False,1.0,0.1,linear,True,,0.45166666666666666
False,True,10.0,1.0,rbf,False,english,0.45
True,False,1.0,1.0,sigmoid,False,,0.45
False,True,1.0,1.0,sigmoid,False,,0.45
False,True,10.0,0.1,rbf,False,english,0.45
False,False,10.0,1.0,rbf,False,english,0.44999999999999996
False,True,10.0,0.01,linear,True,,0.4483333333333333
True,True,1.0,0.01,linear,False,english,0.4483333333333333
True,True,1.0,0.1,linear,False,english,0.4483333333333333
False,True,10.0,1.0,linear,True,,0.4483333333333333
True,True,10.0,0.1,sigmoid,False,english,0.4483333333333333
False,True,10.0,0.1,linear,True,,0.4483333333333333
False,True,10.0,0.001,linear,True,,0.4483333333333333
True,True,1.0,1.0,linear,False,english,0.4483333333333333
True,True,1.0,0.001,linear,False,english,0.4483333333333333
True,False,10.0,1.0,sigmoid,False,english,0.4483333333333333
False,False,1.0,1.0,sigmoid,True,,0.4483333333333333
True,False,1.0,1.0,sigmoid,True,,0.4483333333333333
True,False,1.0,0.01,linear,False,english,0.4466666666666667
True,True,1.0,1.0,sigmoid,False,,0.4466666666666667
True,False,1.0,1.0,rbf,True,,0.4466666666666667
True,False,1.0,0.1,linear,False,english,0.4466666666666667
True,False,1.0,0.001,linear,False,english,0.4466666666666667
False,False,10.0,0.1,rbf,False,english,0.4466666666666667
True,False,1.0,1.0,linear,False,english,0.4466666666666667
True,False,10.0,0.1,sigmoid,False,english,0.4466666666666667
True,True,1.0,1.0,rbf,True,,0.4466666666666667
True,True,10.0,1.0,rbf,False,english,0.4466666666666666
True,False,10.0,0.1,rbf,True,,0.4466666666666666
False,True,1.0,1.0,rbf,True,,0.445
False,False,10.0,0.1,rbf,True,,0.445
True,True,10.0,1.0,sigmoid,False,english,0.445
False,True,1.0,1.0,rbf,False,,0.445
False,True,10.0,1.0,sigmoid,False,,0.44333333333333336
False,False,1.0,1.0,sigmoid,False,,0.44333333333333336
False,False,1.0,1.0,rbf,False,,0.4433333333333333
True,False,10.0,1.0,poly,True,,0.4433333333333333
False,False,1.0,1.0,rbf,True,,0.4416666666666667
True,False,10.0,1.0,rbf,False,english,0.4416666666666667
False,False,10.0,0.001,linear,True,english,0.44166666666666665
False,False,10.0,0.01,linear,True,english,0.44166666666666665
False,False,10.0,1.0,linear,True,english,0.44166666666666665
False,True,10.0,0.1,linear,True,english,0.44166666666666665
False,False,10.0,0.1,linear,True,english,0.44166666666666665
False,True,10.0,0.01,linear,True,english,0.44166666666666665
True,False,1.0,1.0,sigmoid,False,english,0.44166666666666665
True,True,1.0,1.0,sigmoid,False,english,0.44166666666666665
True,True,10.0,1.0,sigmoid,False,,0.44166666666666665
False,True,10.0,1.0,linear,True,english,0.44166666666666665
True,True,1.0,1.0,sigmoid,True,,0.44166666666666665
False,True,10.0,0.001,linear,True,english,0.44166666666666665
False,True,10.0,1.0,sigmoid,True,,0.44
True,True,10.0,0.1,rbf,True,,0.44
False,True,1.0,1.0,linear,False,english,0.44
False,True,1.0,0.1,linear,False,english,0.44
False,True,1.0,0.01,linear,False,english,0.44
False,True,1.0,0.001,linear,False,english,0.44
False,True,10.0,0.1,rbf,True,english,0.44
False,True,10.0,0.1,sigmoid,False,english,0.44
True,False,10.0,1.0,sigmoid,False,,0.44
False,False,10.0,0.001,linear,False,english,0.43999999999999995
False,False,10.0,0.1,linear,False,english,0.43999999999999995
False,False,10.0,1.0,linear,False,english,0.43999999999999995
True,True,10.0,0.001,linear,True,,0.43999999999999995
True,True,10.0,0.01,linear,True,,0.43999999999999995
False,False,10.0,1.0,sigmoid,False,,0.43999999999999995
True,True,10.0,1.0,linear,True,,0.43999999999999995
False,False,10.0,0.01,linear,False,english,0.43999999999999995
True,True,10.0,0.1,linear,True,,0.43999999999999995
False,False,1.0,1.0,linear,False,english,0.4383333333333333
True,False,10.0,0.1,linear,True,,0.4383333333333333
False,False,10.0,1.0,poly,True,,0.4383333333333333
True,False,10.0,1.0,sigmoid,True,english,0.4383333333333333
True,False,10.0,0.01,linear,True,,0.4383333333333333
False,False,10.0,0.1,sigmoid,False,english,0.4383333333333333
False,False,1.0,0.01,linear,False,english,0.4383333333333333
False,False,1.0,0.1,linear,False,english,0.4383333333333333
True,True,10.0,1.0,sigmoid,True,,0.4383333333333333
False,False,1.0,0.001,linear,False,english,0.4383333333333333
True,False,10.0,0.001,linear,True,,0.4383333333333333
True,False,10.0,1.0,linear,True,,0.4383333333333333
True,False,10.0,1.0,sigmoid,True,,0.4366666666666667
False,True,10.0,1.0,poly,True,,0.4366666666666667
False,True,10.0,1.0,sigmoid,True,english,0.4366666666666667
True,True,1.0,1.0,rbf,True,english,0.4366666666666667
True,True,10.0,1.0,poly,True,,0.4366666666666666
False,False,10.0,1.0,rbf,True,english,0.43500000000000005
False,False,10.0,1.0,sigmoid,True,,0.43500000000000005
True,False,10.0,0.1,rbf,True,english,0.43500000000000005
False,True,1.0,1.0,sigmoid,False,english,0.43500000000000005
False,True,1.0,1.0,poly,True,,0.43500000000000005
False,False,10.0,0.1,rbf,True,english,0.43500000000000005
True,False,10.0,1.0,rbf,True,english,0.435
True,True,10.0,0.001,linear,True,english,0.435
True,True,10.0,0.1,linear,True,english,0.435
True,True,10.0,0.01,linear,True,english,0.435
True,True,10.0,0.1,rbf,True,english,0.435
True,True,10.0,1.0,sigmoid,True,english,0.435
True,True,10.0,1.0,linear,True,english,0.435
False,False,1.0,1.0,poly,True,,0.43333333333333335
True,False,1.0,0.01,linear,True,english,0.43333333333333335
True,False,1.0,0.001,linear,True,english,0.43333333333333335
True,True,1.0,1.0,poly,False,,0.43333333333333335
True,False,1.0,1.0,linear,True,english,0.43333333333333335
True,False,10.0,0.1,sigmoid,True,english,0.43333333333333335
True,False,1.0,0.1,linear,True,english,0.43333333333333335
False,True,1.0,1.0,linear,True,english,0.4333333333333333
False,True,1.0,1.0,rbf,False,english,0.4333333333333333
False,True,1.0,0.001,linear,True,english,0.4333333333333333
False,True,10.0,0.1,sigmoid,True,english,0.4333333333333333
False,True,1.0,0.1,linear,True,english,0.4333333333333333
False,True,1.0,0.01,linear,True,english,0.4333333333333333
False,False,1.0,1.0,rbf,False,english,0.43166666666666664
True,False,10.0,0.01,linear,True,english,0.43166666666666664
True,True,1.0,1.0,rbf,False,english,0.43166666666666664
True,False,10.0,0.1,linear,True,english,0.43166666666666664
True,False,10.0,1.0,linear,True,english,0.43166666666666664
True,False,10.0,0.001,linear,True,english,0.43166666666666664
False,True,10.0,1.0,rbf,True,english,0.43166666666666664
False,False,1.0,1.0,linear,True,english,0.43
False,True,0.1,0.1,sigmoid,False,,0.43
False,True,0.001,0.001,rbf,False,,0.43
False,False,1.0,0.01,linear,True,english,0.43
False,True,0.001,0.001,linear,False,,0.43
False,True,10.0,0.001,rbf,False,,0.43
False,True,10.0,0.001,sigmoid,False,,0.43
False,True,0.1,1.0,linear,False,,0.43
False,False,1.0,1.0,sigmoid,False,english,0.43
False,True,10.0,0.01,rbf,False,,0.43
False,True,0.1,0.001,linear,False,,0.43
True,False,10.0,1.0,poly,False,,0.43
False,True,0.01,1.0,sigmoid,False,,0.43
False,True,10.0,0.01,sigmoid,False,,0.43
False,False,1.0,0.001,linear,True,english,0.43
False,True,0.1,0.001,rbf,False,,0.43
False,True,0.1,0.001,sigmoid,False,,0.43
True,False,1.0,1.0,rbf,True,english,0.43
False,True,0.1,0.01,sigmoid,False,,0.43
False,True,0.1,0.01,linear,False,,0.43
False,False,0.1,0.1,rbf,True,,0.43
False,True,0.1,0.01,rbf,False,,0.43
False,True,0.001,0.001,sigmoid,False,,0.43
False,True,0.01,1.0,linear,False,,0.43
False,True,0.01,0.01,linear,False,,0.43
False,True,0.001,0.1,sigmoid,False,,0.43
False,True,0.01,0.001,sigmoid,False,,0.43
False,True,1.0,0.01,rbf,False,,0.43
False,True,0.01,0.001,rbf,False,,0.43
False,True,1.0,0.01,sigmoid,False,,0.43
False,True,0.01,0.01,rbf,False,,0.43
False,True,0.01,0.001,linear,False,,0.43
False,False,1.0,0.1,rbf,True,,0.43
False,True,0.001,1.0,sigmoid,False,,0.43
False,True,0.001,1.0,linear,False,,0.43
False,True,1.0,0.001,sigmoid,False,,0.43
False,True,0.1,1.0,sigmoid,False,,0.43
False,True,0.01,0.01,sigmoid,False,,0.43
False,True,1.0,0.001,rbf,False,,0.43
False,True,0.01,0.1,linear,False,,0.43
False,True,0.001,0.1,linear,False,,0.43
False,False,1.0,0.1,linear,True,english,0.43
False,True,0.001,0.01,sigmoid,False,,0.43
False,True,0.01,0.1,sigmoid,False,,0.43
False,True,0.001,0.01,rbf,False,,0.43
False,True,0.001,0.01,linear,False,,0.43
False,True,1.0,0.1,sigmoid,False,,0.43
False,True,0.1,0.1,linear,False,,0.43
False,False,0.001,0.1,rbf,True,,0.43
False,False,0.01,0.1,rbf,True,,0.43
False,False,10.0,0.1,sigmoid,True,english,0.43
False,False,10.0,1.0,poly,False,,0.43
True,True,1.0,1.0,linear,True,english,0.4283333333333334
False,False,0.1,0.01,rbf,True,,0.4283333333333334
False,False,1.0,0.01,rbf,True,,0.4283333333333334
True,True,10.0,0.1,sigmoid,True,english,0.4283333333333334
False,False,10.0,0.01,rbf,True,,0.4283333333333334
True,True,1.0,0.1,linear,True,english,0.4283333333333334
False,True,0.001,0.1,rbf,False,,0.4283333333333334
False,True,1.0,0.1,rbf,False,,0.4283333333333334
False,True,0.1,0.1,rbf,False,,0.4283333333333334
False,False,0.001,0.01,rbf,True,,0.4283333333333334
True,False,1.0,1.0,poly,True,,0.4283333333333334
True,True,1.0,0.01,linear,True,english,0.4283333333333334
True,False,1.0,1.0,rbf,False,english,0.4283333333333334
True,True,1.0,0.001,linear,True,english,0.4283333333333334
False,False,0.01,0.01,rbf,True,,0.4283333333333334
False,True,0.01,0.1,rbf,False,,0.4283333333333334
False,False,0.001,0.1,rbf,False,,0.4283333333333333
False,False,1.0,0.1,rbf,False,,0.4283333333333333
False,True,1.0,1.0,poly,False,,0.4283333333333333
False,False,0.01,0.1,rbf,False,,0.4283333333333333
True,True,10.0,1.0,rbf,True,english,0.4283333333333333
False,False,0.1,0.1,rbf,False,,0.4283333333333333
False,False,1.0,0.1,sigmoid,True,,0.4266666666666667
False,True,0.01,1.0,rbf,False,,0.4266666666666667
False,False,0.01,0.1,sigmoid,True,,0.4266666666666667
False,False,0.1,0.1,sigmoid,True,,0.4266666666666667
False,False,0.001,0.1,sigmoid,True,,0.4266666666666667
False,True,0.1,1.0,rbf,False,,0.4266666666666667
False,True,10.0,1.0,poly,False,,0.4266666666666667
False,True,0.001,1.0,rbf,False,,0.4266666666666667
False,False,1.0,1.0,poly,False,,0.4266666666666666
False,True,1.0,1.0,sigmoid,True,english,0.4266666666666666
False,False,1.0,0.001,rbf,True,,0.425
False,False,10.0,0.001,rbf,True,,0.425
False,False,0.001,0.001,rbf,True,,0.425
False,False,0.01,0.001,rbf,True,,0.425
True,False,1.0,1.0,poly,False,,0.425
False,False,0.1,0.001,rbf,True,,0.425
False,False,1.0,0.01,rbf,False,,0.42333333333333334
False,False,0.001,1.0,linear,True,,0.42333333333333334
False,False,0.01,0.1,linear,True,,0.42333333333333334
False,False,0.01,0.1,linear,False,,0.42333333333333334
False,False,1.0,0.001,sigmoid,True,,0.42333333333333334
False,False,1.0,0.001,sigmoid,False,,0.42333333333333334
False,False,0.001,1.0,linear,False,,0.42333333333333334
False,False,0.01,0.01,rbf,False,,0.42333333333333334
False,False,0.01,0.01,linear,False,,0.42333333333333334
False,False,0.001,0.001,sigmoid,True,,0.42333333333333334
False,False,0.001,0.1,linear,False,,0.42333333333333334
True,True,1.0,0.1,sigmoid,False,,0.42333333333333334
False,False,1.0,0.01,sigmoid,True,,0.42333333333333334
False,False,0.001,0.001,sigmoid,False,,0.42333333333333334
True,True,0.01,0.1,sigmoid,False,,0.42333333333333334
False,False,0.01,0.01,sigmoid,True,,0.42333333333333334
False,False,0.01,0.01,sigmoid,False,,0.42333333333333334
False,False,0.01,0.001,linear,True,,0.42333333333333334
False,False,0.001,0.1,linear,True,,0.42333333333333334
False,False,0.001,0.01,sigmoid,False,,0.42333333333333334
False,False,0.001,0.01,sigmoid,True,,0.42333333333333334
False,False,0.001,0.01,linear,True,,0.42333333333333334
False,False,0.01,0.001,linear,False,,0.42333333333333334
False,False,1.0,0.01,sigmoid,False,,0.42333333333333334
False,False,0.001,0.01,linear,False,,0.42333333333333334
False,False,0.001,0.01,rbf,False,,0.42333333333333334
False,False,1.0,0.001,rbf,False,,0.42333333333333334
False,False,0.01,0.001,rbf,False,,0.42333333333333334
False,False,0.1,0.001,sigmoid,False,,0.42333333333333334
True,False,1.0,1.0,sigmoid,True,english,0.42333333333333334
False,False,0.1,1.0,linear,True,,0.42333333333333334
False,False,0.1,0.1,linear,False,,0.42333333333333334
False,False,0.1,0.1,linear,True,,0.42333333333333334
False,False,0.01,0.01,linear,True,,0.42333333333333334
False,False,0.1,0.01,sigmoid,False,,0.42333333333333334
False,False,0.1,0.01,sigmoid,True,,0.42333333333333334
False,False,0.1,0.01,rbf,False,,0.42333333333333334
False,False,10.0,0.01,sigmoid,False,,0.42333333333333334
False,False,0.1,0.01,linear,False,,0.42333333333333334
False,False,0.1,0.01,linear,True,,0.42333333333333334
False,False,0.1,0.001,linear,True,,0.42333333333333334
True,True,1.0,1.0,poly,True,,0.42333333333333334
False,False,10.0,0.01,sigmoid,True,,0.42333333333333334
False,False,0.1,0.001,linear,False,,0.42333333333333334
False,False,0.1,0.001,sigmoid,True,,0.42333333333333334
False,False,0.1,0.001,rbf,False,,0.42333333333333334
False,False,0.01,1.0,linear,True,,0.42333333333333334
True,True,0.001,0.1,sigmoid,False,,0.42333333333333334
False,False,10.0,0.01,rbf,False,,0.42333333333333334
False,False,0.1,1.0,linear,False,,0.42333333333333334
False,False,0.01,1.0,linear,False,,0.42333333333333334
False,False,0.001,0.001,linear,False,,0.42333333333333334
True,True,0.1,0.1,sigmoid,False,,0.42333333333333334
False,False,10.0,0.001,sigmoid,False,,0.42333333333333334
False,False,0.001,0.001,linear,True,,0.42333333333333334
False,False,10.0,0.001,sigmoid,True,,0.42333333333333334
False,False,10.0,0.001,rbf,False,,0.42333333333333334
False,False,0.01,0.001,sigmoid,False,,0.42333333333333334
False,False,0.001,0.001,rbf,False,,0.42333333333333334
True,True,10.0,1.0,poly,False,,0.42333333333333334
False,False,0.01,0.001,sigmoid,True,,0.42333333333333334
True,True,0.001,0.001,rbf,False,,0.4216666666666667
True,True,0.01,0.01,rbf,False,,0.4216666666666667
True,True,10.0,0.01,rbf,True,,0.4216666666666667
True,True,1.0,0.001,sigmoid,False,,0.4216666666666667
True,True,0.1,0.01,sigmoid,False,,0.4216666666666667
True,True,10.0,0.01,rbf,False,,0.4216666666666667
True,True,0.001,0.01,sigmoid,False,,0.4216666666666667
True,True,0.1,0.1,linear,False,,0.4216666666666667
True,True,0.01,0.01,linear,False,,0.4216666666666667
True,True,10.0,0.001,rbf,False,,0.4216666666666667
True,True,10.0,0.001,sigmoid,False,,0.4216666666666667
False,False,0.001,0.1,sigmoid,False,,0.4216666666666667
False,False,1.0,0.1,sigmoid,False,,0.4216666666666667
True,True,0.01,0.01,rbf,True,,0.4216666666666667
True,True,0.001,0.1,linear,False,,0.4216666666666667
True,True,1.0,0.01,sigmoid,False,,0.4216666666666667
True,True,0.001,0.001,linear,False,,0.4216666666666667
True,True,1.0,0.01,rbf,True,,0.4216666666666667
True,True,1.0,0.01,rbf,False,,0.4216666666666667
True,True,0.001,0.001,sigmoid,False,,0.4216666666666667
True,True,0.01,0.01,sigmoid,False,,0.4216666666666667
True,True,0.1,0.001,sigmoid,False,,0.4216666666666667
True,True,0.01,0.001,linear,False,,0.4216666666666667
True,True,0.1,1.0,linear,False,,0.4216666666666667
True,True,1.0,0.001,rbf,False,,0.4216666666666667
True,True,0.01,0.001,rbf,False,,0.4216666666666667
True,True,0.01,1.0,linear,False,,0.4216666666666667
False,False,1.0,1.0,sigmoid,True,english,0.4216666666666667
True,True,0.001,1.0,linear,False,,0.4216666666666667
True,True,0.1,0.001,linear,False,,0.4216666666666667
True,True,0.001,0.01,rbf,False,,0.4216666666666667
False,False,0.1,0.1,sigmoid,False,,0.4216666666666667
True,True,0.1,0.001,rbf,False,,0.4216666666666667
True,True,0.1,0.01,linear,False,,0.4216666666666667
True,True,0.1,0.01,rbf,True,,0.4216666666666667
True,True,0.1,0.01,rbf,False,,0.4216666666666667
True,True,10.0,0.01,sigmoid,False,,0.4216666666666667
True,True,0.001,0.01,rbf,True,,0.4216666666666667
True,True,0.001,0.01,linear,False,,0.4216666666666667
False,False,0.01,0.1,sigmoid,False,,0.4216666666666667
True,True,0.01,0.001,sigmoid,False,,0.4216666666666667
True,True,0.01,0.1,linear,False,,0.4216666666666667
True,False,0.1,0.01,linear,False,,0.42
True,False,0.1,0.001,sigmoid,False,,0.42
True,False,0.1,0.01,rbf,False,,0.42
True,False,0.1,0.001,linear,False,,0.42
True,True,0.001,0.001,sigmoid,True,,0.42
True,True,0.001,0.001,rbf,True,,0.42
True,False,0.1,0.001,rbf,False,,0.42
True,True,0.001,0.01,sigmoid,True,,0.42
True,False,0.1,0.01,sigmoid,False,,0.42
True,False,1.0,0.01,sigmoid,False,,0.42
True,True,0.001,0.1,linear,True,,0.42
True,False,10.0,0.001,rbf,False,,0.42
True,True,0.001,0.1,rbf,False,,0.42
True,True,0.001,0.1,sigmoid,True,,0.42
True,True,0.001,1.0,linear,True,,0.42
True,False,10.0,0.001,sigmoid,False,,0.42
True,False,1.0,0.1,sigmoid,False,,0.42
True,True,0.01,0.001,linear,True,,0.42
True,False,1.0,0.1,rbf,False,,0.42
True,True,0.01,0.001,rbf,True,,0.42
True,True,0.001,0.001,linear,True,,0.42
True,False,0.1,0.1,linear,False,,0.42
True,False,1.0,0.01,rbf,False,,0.42
True,True,0.01,0.001,sigmoid,True,,0.42
True,False,1.0,0.001,sigmoid,False,,0.42
True,False,1.0,0.001,rbf,False,,0.42
True,True,0.01,0.01,linear,True,,0.42
True,True,0.001,0.01,linear,True,,0.42
True,False,0.1,1.0,linear,False,,0.42
True,False,0.1,0.1,sigmoid,False,,0.42
True,False,0.1,0.1,rbf,False,,0.42
True,False,10.0,0.01,rbf,False,,0.42
True,False,0.01,0.001,sigmoid,False,,0.42
True,False,10.0,0.01,sigmoid,False,,0.42
True,True,0.1,0.01,linear,True,,0.42
True,True,10.0,0.001,rbf,True,,0.42
True,True,0.1,0.1,rbf,False,,0.42
True,False,0.01,0.01,rbf,False,,0.42
True,False,0.01,0.01,linear,False,,0.42
True,True,10.0,0.001,sigmoid,True,,0.42
False,False,0.01,1.0,sigmoid,False,,0.42
True,True,0.1,0.1,linear,True,,0.42
True,True,0.1,0.01,sigmoid,True,,0.42
True,True,10.0,0.01,sigmoid,True,,0.42
True,False,0.001,0.01,rbf,False,,0.42
True,False,0.01,0.001,rbf,False,,0.42
True,True,0.1,0.001,sigmoid,True,,0.42
True,True,0.01,0.01,sigmoid,True,,0.42
True,True,0.1,0.001,rbf,True,,0.42
True,False,0.01,0.001,linear,False,,0.42
True,True,0.1,0.001,linear,True,,0.42
True,False,0.001,0.001,linear,False,,0.42
True,True,0.01,0.1,linear,True,,0.42
False,False,0.1,1.0,sigmoid,False,,0.42
False,True,1.0,1.0,rbf,True,english,0.42
True,False,0.001,0.001,rbf,False,,0.42
True,False,0.001,1.0,linear,False,,0.42
True,False,0.001,0.1,sigmoid,False,,0.42
True,True,0.01,0.1,rbf,False,,0.42
True,False,0.001,0.1,rbf,False,,0.42
True,True,0.01,0.1,sigmoid,True,,0.42
True,False,0.001,0.001,sigmoid,False,,0.42
True,False,0.001,0.1,linear,False,,0.42
True,False,0.001,0.01,sigmoid,False,,0.42
True,False,0.001,0.01,linear,False,,0.42
True,False,0.01,0.01,sigmoid,False,,0.42
True,True,0.01,1.0,linear,True,,0.42
True,True,1.0,0.1,sigmoid,True,,0.42
True,True,0.1,1.0,linear,True,,0.42
True,True,0.1,0.1,sigmoid,True,,0.42
False,False,0.001,1.0,sigmoid,False,,0.42
True,False,0.01,0.1,rbf,False,,0.42
True,True,1.0,0.001,rbf,True,,0.42
True,False,0.01,1.0,linear,False,,0.42
True,True,1.0,0.1,rbf,False,,0.42
True,False,0.01,0.1,linear,False,,0.42
True,True,1.0,0.01,sigmoid,True,,0.42
True,True,1.0,0.001,sigmoid,True,,0.42
True,False,0.01,0.1,sigmoid,False,,0.42
True,True,1.0,1.0,sigmoid,True,english,0.41999999999999993
False,False,0.001,1.0,rbf,False,,0.4183333333333334
False,False,0.1,1.0,rbf,False,,0.4183333333333334
False,False,0.01,1.0,rbf,False,,0.4183333333333334
True,False,0.1,1.0,sigmoid,True,,0.4183333333333333
True,False,0.001,1.0,sigmoid,True,,0.4183333333333333
True,False,0.01,1.0,sigmoid,True,,0.4183333333333333
False,True,0.1,0.1,rbf,True,,0.4166666666666667
True,False,0.001,0.001,rbf,True,,0.4166666666666667
True,False,0.001,0.01,rbf,True,,0.4166666666666667
True,False,0.001,0.01,sigmoid,True,,0.4166666666666667
True,False,1.0,0.01,sigmoid,True,,0.4166666666666667
True,False,1.0,0.001,rbf,True,,0.4166666666666667
True,False,0.1,0.001,linear,True,,0.4166666666666667
True,True,0.001,1.0,sigmoid,True,,0.4166666666666667
True,False,0.01,1.0,linear,True,,0.4166666666666667
True,False,1.0,0.1,sigmoid,True,,0.4166666666666667
True,True,0.1,1.0,sigmoid,True,,0.4166666666666667
True,False,10.0,0.01,sigmoid,True,,0.4166666666666667
True,False,0.001,1.0,linear,True,,0.4166666666666667
True,True,0.001,1.0,sigmoid,False,,0.4166666666666667
True,True,0.01,0.1,rbf,True,,0.4166666666666667
True,False,1.0,0.001,sigmoid,True,,0.4166666666666667
True,False,0.001,0.001,sigmoid,True,,0.4166666666666667
True,False,0.01,1.0,sigmoid,False,,0.4166666666666667
True,False,0.001,0.01,linear,True,,0.4166666666666667
True,False,0.001,0.1,sigmoid,True,,0.4166666666666667
True,False,0.001,0.1,linear,True,,0.4166666666666667
True,False,1.0,0.01,rbf,True,,0.4166666666666667
True,False,0.1,0.01,rbf,True,,0.4166666666666667
True,True,0.01,1.0,sigmoid,True,,0.4166666666666667
True,False,0.1,1.0,sigmoid,False,,0.4166666666666667
False,True,0.001,0.1,rbf,True,,0.4166666666666667
False,True,0.01,0.1,rbf,True,,0.4166666666666667
True,False,0.01,0.1,linear,True,,0.4166666666666667
True,True,0.1,0.1,rbf,True,,0.4166666666666667
