cleaner__getlemmatisation,cleaner__removedigit,rfc__max_depth,rfc__min_samples_leaf,rfc__min_samples_split,rfc__n_estimators,tfidf__lowercase,tfidf__stop_words,accuracy
False,False,30,2,10,500,True,,0.4130952380952381
True,True,25,1,10,1200,True,english,0.4130952380952381
True,True,25,1,10,1200,True,,0.4130952380952381
True,True,30,1,15,500,True,english,0.4130952380952381
False,False,25,2,15,500,True,english,0.4130952380952381
True,False,30,1,5,1200,True,english,0.41190476190476194
True,True,25,1,15,500,True,english,0.41190476190476194
True,False,30,2,15,500,True,english,0.41190476190476194
False,True,25,1,10,500,True,english,0.41190476190476194
True,True,30,2,5,1200,True,english,0.41190476190476194
True,True,25,2,10,1200,True,english,0.41190476190476194
True,True,25,2,15,500,True,english,0.41190476190476194
True,True,30,2,10,500,True,english,0.41190476190476194
False,True,30,1,15,1200,True,english,0.41190476190476194
True,True,30,1,15,1200,True,english,0.41190476190476194
True,True,30,1,5,1200,True,,0.41190476190476194
True,True,30,2,15,500,True,,0.41190476190476194
True,True,25,1,5,500,True,,0.41071428571428575
False,True,30,2,15,1200,True,,0.41071428571428575
False,True,30,2,5,500,True,,0.41071428571428575
False,True,25,2,5,500,True,,0.41071428571428575
True,True,25,2,15,1200,True,english,0.41071428571428575
True,False,30,2,10,500,True,english,0.41071428571428575
True,False,30,2,10,1200,True,,0.41071428571428575
False,True,25,1,5,1200,True,english,0.41071428571428575
False,False,30,2,5,1200,True,,0.40952380952380957
True,False,25,2,5,500,True,english,0.40952380952380957
False,False,30,1,15,1200,True,,0.40952380952380957
True,True,30,1,5,500,True,,0.40952380952380957
False,False,25,1,10,1200,True,,0.40952380952380957
True,True,30,1,5,1200,True,english,0.40952380952380957
False,False,25,1,5,500,True,,0.40952380952380957
False,False,25,1,15,1200,True,,0.40952380952380957
False,True,25,1,15,1200,True,english,0.40952380952380957
False,True,25,1,10,1200,True,,0.40952380952380957
True,True,30,2,15,1200,True,english,0.40952380952380957
False,False,25,2,15,500,True,,0.40952380952380957
False,True,30,2,15,500,True,,0.4083333333333334
True,False,30,1,5,500,True,,0.4083333333333334
False,False,25,1,10,1200,True,english,0.4083333333333334
True,False,30,1,10,500,True,english,0.4083333333333334
True,False,30,1,10,500,True,,0.4083333333333334
False,False,30,2,15,500,True,,0.4083333333333334
False,False,30,1,10,1200,True,,0.4083333333333334
True,False,25,2,15,1200,True,english,0.4083333333333334
True,False,30,1,15,1200,True,english,0.4083333333333334
True,True,25,2,5,1200,True,english,0.4083333333333334
False,True,30,2,10,500,True,english,0.4083333333333334
True,False,25,1,10,1200,True,english,0.4083333333333334
False,False,30,1,10,500,True,,0.40833333333333327
True,False,30,1,5,1200,True,,0.4071428571428572
False,False,25,2,10,1200,True,,0.4071428571428572
True,False,25,2,15,500,True,english,0.4071428571428572
False,False,25,2,10,500,True,,0.4071428571428571
False,True,25,1,5,500,True,english,0.4071428571428571
True,False,25,1,15,1200,True,english,0.4071428571428571
True,False,25,1,10,500,True,,0.405952380952381
False,True,30,2,10,500,True,,0.405952380952381
False,False,25,1,10,500,True,english,0.405952380952381
False,True,30,1,15,500,True,english,0.405952380952381
False,False,25,1,10,500,True,,0.4059523809523809
False,True,30,1,15,500,True,,0.4047619047619048
True,True,30,1,15,500,True,,0.4047619047619048
False,False,30,1,15,500,True,,0.4047619047619048
True,False,30,2,10,500,True,,0.4047619047619048
True,True,25,1,5,1200,True,,0.4047619047619048
True,False,25,1,10,1200,True,,0.4047619047619047
True,True,30,2,5,1200,True,,0.40357142857142864
True,True,25,2,5,500,True,english,0.40357142857142864
True,False,30,2,15,1200,True,,0.40357142857142864
True,True,30,2,10,500,True,,0.40357142857142864
False,False,25,2,5,500,True,,0.40357142857142864
False,True,25,1,5,500,False,english,0.4035714285714285
True,True,30,1,10,1200,True,,0.4035714285714285
False,False,25,2,15,1200,True,,0.4035714285714285
True,False,30,1,15,1200,True,,0.4035714285714285
True,True,30,1,15,1200,True,,0.40238095238095245
True,True,25,2,10,500,True,english,0.40238095238095245
True,False,30,1,10,1200,True,,0.40238095238095245
True,False,25,1,5,500,True,,0.40238095238095245
False,False,25,1,15,500,True,,0.40238095238095245
True,True,25,2,10,1200,True,,0.40238095238095245
True,True,25,1,15,1200,True,,0.40238095238095245
True,False,25,2,10,1200,True,english,0.40238095238095245
True,False,25,1,15,1200,True,,0.40238095238095234
True,True,25,1,15,500,True,,0.40238095238095234
False,True,25,2,10,500,True,,0.40238095238095234
True,False,25,2,15,500,True,,0.40119047619047615
True,False,30,1,15,500,True,,0.4000000000000001
True,True,25,2,15,500,True,,0.4000000000000001
False,True,25,2,10,1200,True,,0.39999999999999997
True,True,30,1,10,500,False,english,0.39999999999999997
True,True,30,2,15,1200,True,,0.3988095238095239
False,False,30,2,5,500,True,,0.3988095238095239
False,True,30,1,10,500,False,english,0.3988095238095238
True,False,25,2,15,1200,True,,0.3988095238095238
True,True,30,1,10,500,True,,0.3988095238095238
True,True,25,2,15,1200,True,,0.3976190476190477
True,False,25,2,10,500,True,,0.3976190476190477
True,False,30,2,5,500,True,,0.3976190476190476
True,False,30,2,15,500,True,,0.3976190476190476
True,True,25,2,10,500,True,,0.3976190476190476
True,True,25,1,10,500,False,english,0.3976190476190476
False,True,30,1,5,500,False,english,0.3976190476190476
True,True,25,2,10,500,False,english,0.3976190476190476
True,True,30,2,5,500,True,,0.3964285714285715
True,True,25,2,5,500,True,,0.3964285714285714
False,True,25,2,5,1200,False,english,0.3964285714285714
True,True,30,1,5,500,False,,0.3964285714285714
True,True,25,1,10,500,False,,0.3964285714285714
True,False,25,2,5,1200,True,,0.3964285714285714
True,True,30,2,10,1200,False,,0.3952380952380952
True,False,30,2,15,500,False,english,0.3952380952380952
True,False,25,2,5,500,True,,0.3952380952380952
True,True,25,1,5,500,False,english,0.3952380952380952
True,True,25,2,5,1200,True,,0.39404761904761904
True,False,30,2,5,1200,True,,0.39404761904761904
True,True,30,1,15,1200,False,,0.39404761904761904
True,False,30,2,10,500,False,,0.39404761904761904
False,True,30,2,5,1200,False,english,0.39404761904761904
True,False,25,1,5,1200,True,,0.39404761904761904
False,True,25,1,10,500,False,,0.39404761904761904
True,True,25,1,5,1200,False,,0.39404761904761904
False,True,25,2,10,1200,False,english,0.39404761904761904
True,False,30,1,10,1200,False,,0.394047619047619
True,False,25,2,10,1200,True,,0.39285714285714285
False,False,30,1,10,500,False,,0.39285714285714285
True,False,25,2,10,500,False,english,0.39285714285714285
True,True,25,1,5,1200,False,english,0.39285714285714285
False,True,30,1,10,1200,False,,0.39285714285714285
True,True,25,1,10,1200,False,english,0.39285714285714285
True,True,30,2,5,500,False,english,0.39285714285714285
True,True,30,1,5,1200,False,,0.39285714285714285
True,True,25,2,15,500,False,english,0.39285714285714285
False,True,25,1,5,500,False,,0.39285714285714285
True,False,30,2,15,1200,False,,0.39285714285714285
True,True,30,1,5,500,False,english,0.39285714285714285
False,True,25,2,15,500,False,english,0.39285714285714285
False,True,30,2,5,500,False,english,0.39285714285714285
True,True,30,2,5,500,False,,0.3928571428571428
True,False,30,2,5,500,False,,0.3928571428571428
True,False,25,1,15,500,False,english,0.3928571428571428
False,False,30,1,15,500,False,,0.39166666666666666
False,True,30,1,5,1200,False,,0.39166666666666666
False,True,30,2,10,500,False,,0.39166666666666666
False,True,30,1,5,1200,False,english,0.39166666666666666
False,True,30,2,10,1200,False,english,0.39166666666666666
True,True,30,2,10,1200,False,english,0.39166666666666666
True,False,30,1,15,500,False,english,0.39166666666666666
True,True,30,2,15,500,False,,0.3916666666666666
False,False,30,2,15,1200,False,,0.3916666666666666
True,False,30,2,10,1200,False,,0.3916666666666666
True,True,30,2,15,1200,False,english,0.3916666666666666
True,False,25,1,15,500,True,,0.3916666666666666
True,False,25,1,10,500,False,english,0.3904761904761905
False,True,25,1,15,1200,False,english,0.3904761904761905
True,False,30,1,10,500,False,,0.3904761904761905
False,True,30,2,15,500,False,english,0.3904761904761905
True,False,30,1,10,1200,False,english,0.3904761904761905
False,False,30,2,15,500,False,,0.3904761904761905
True,True,30,1,15,1200,False,english,0.3904761904761904
False,True,30,1,5,500,False,,0.3904761904761904
False,False,25,1,5,1200,False,,0.3904761904761904
False,True,25,2,5,500,False,english,0.3892857142857143
False,True,30,2,15,1200,False,english,0.3892857142857143
True,False,30,1,5,500,False,english,0.3892857142857143
True,True,30,2,5,1200,False,english,0.3892857142857143
True,True,25,1,15,1200,False,english,0.3892857142857143
True,True,25,2,5,500,False,english,0.3892857142857143
False,True,25,2,10,500,False,english,0.3892857142857143
False,False,25,2,15,1200,False,english,0.3892857142857143
False,True,25,1,15,500,False,english,0.3892857142857143
False,False,30,2,10,1200,False,,0.38928571428571423
False,False,30,1,5,500,False,,0.38928571428571423
False,False,30,1,15,500,False,english,0.38928571428571423
True,False,30,1,5,1200,False,,0.38928571428571423
True,True,25,1,15,500,False,,0.38928571428571423
False,False,25,2,10,500,False,english,0.38928571428571423
True,False,25,1,5,1200,False,,0.38928571428571423
False,True,25,1,15,500,False,,0.38928571428571423
True,True,30,1,5,1200,False,english,0.3880952380952381
False,False,25,1,15,500,False,,0.3880952380952381
False,False,25,2,10,1200,False,english,0.3880952380952381
True,True,25,2,10,1200,False,english,0.3880952380952381
True,True,25,1,15,1200,False,,0.38809523809523805
True,True,30,2,5,1200,False,,0.38809523809523805
False,False,30,2,10,1200,False,english,0.38809523809523805
True,False,30,2,10,1200,False,english,0.38809523809523805
False,False,30,1,5,1200,False,,0.38809523809523805
True,True,30,1,10,500,False,,0.38809523809523805
True,False,30,1,5,1200,False,english,0.38809523809523805
True,True,25,1,5,500,False,,0.38809523809523805
False,True,25,1,10,1200,False,,0.3869047619047619
False,True,30,1,15,1200,False,english,0.3869047619047619
True,False,30,1,15,500,False,,0.3869047619047619
True,False,25,1,15,1200,False,,0.38690476190476186
False,True,30,1,10,500,False,,0.38690476190476186
False,True,25,1,10,1200,False,english,0.38690476190476186
False,True,25,2,15,1200,False,english,0.38690476190476186
False,False,30,1,15,1200,False,,0.38690476190476186
True,True,25,2,5,1200,False,english,0.38571428571428573
False,False,30,2,10,500,False,,0.38571428571428573
False,True,30,2,10,500,False,english,0.38571428571428573
True,False,25,2,15,1200,False,english,0.3857142857142857
False,False,25,1,10,500,False,english,0.3857142857142857
False,False,25,1,10,1200,False,,0.3857142857142857
True,False,25,1,15,500,False,,0.3857142857142857
True,False,25,1,5,1200,False,english,0.3857142857142857
False,True,25,1,5,1200,False,,0.3857142857142857
False,False,30,2,5,1200,False,english,0.3857142857142857
False,False,25,2,15,500,False,english,0.3857142857142857
False,True,25,2,15,1200,False,,0.3857142857142857
False,True,30,2,10,1200,False,,0.3857142857142857
True,True,25,2,10,500,False,,0.3857142857142857
False,True,30,2,5,1200,False,,0.3857142857142857
True,True,30,2,15,500,False,english,0.3857142857142857
True,True,25,2,5,1200,False,,0.3857142857142857
False,True,25,1,5,1200,False,english,0.38452380952380955
True,False,25,1,10,1200,False,english,0.38452380952380955
True,False,25,1,15,1200,False,english,0.3845238095238095
False,True,25,2,10,500,False,,0.3845238095238095
False,True,30,1,15,1200,False,,0.3845238095238095
False,True,30,1,15,500,False,,0.3845238095238095
True,True,30,1,10,1200,False,,0.3845238095238095
False,False,25,2,10,500,False,,0.3845238095238095
True,True,30,1,15,500,False,,0.3845238095238095
True,True,25,1,15,500,False,english,0.38333333333333336
True,False,25,2,15,1200,False,,0.3833333333333333
False,False,30,2,15,1200,False,english,0.3833333333333333
True,False,30,2,5,1200,False,,0.3833333333333333
False,False,25,2,5,1200,False,,0.3833333333333333
False,False,30,2,5,500,False,,0.3833333333333333
True,False,25,2,15,500,False,,0.3833333333333333
False,True,25,1,15,1200,False,,0.3833333333333333
False,True,25,2,10,1200,False,,0.3833333333333333
True,True,30,1,10,1200,False,english,0.3833333333333333
True,False,30,2,15,500,False,,0.3833333333333333
True,False,25,2,15,500,False,english,0.3833333333333333
True,True,30,2,10,500,False,english,0.3821428571428572
True,False,30,2,15,1200,False,english,0.3821428571428571
False,False,25,1,5,500,False,,0.3821428571428571
False,True,30,2,15,1200,False,,0.3821428571428571
True,True,30,1,15,500,False,english,0.3821428571428571
False,False,25,2,15,500,False,,0.3821428571428571
False,False,30,1,10,1200,False,english,0.3821428571428571
True,False,25,1,5,500,False,english,0.3821428571428571
False,False,25,1,15,1200,False,,0.3821428571428571
False,True,25,2,5,1200,False,,0.3821428571428571
False,False,25,2,5,500,False,english,0.3821428571428571
True,True,30,2,15,1200,False,,0.3821428571428571
True,False,25,2,5,500,False,english,0.3821428571428571
True,False,30,1,5,500,False,,0.38095238095238093
False,True,25,2,5,500,False,,0.38095238095238093
True,False,25,1,5,500,False,,0.38095238095238093
False,False,30,2,5,1200,False,,0.38095238095238093
False,False,30,1,15,1200,False,english,0.38095238095238093
False,True,25,1,10,500,False,english,0.38095238095238093
True,False,30,1,15,1200,False,english,0.38095238095238093
False,False,25,1,5,1200,False,english,0.38095238095238093
True,False,30,2,10,500,False,english,0.38095238095238093
True,False,25,2,5,1200,False,english,0.38095238095238093
True,True,25,2,10,1200,False,,0.38095238095238093
False,False,25,2,10,1200,False,,0.38095238095238093
True,True,25,2,15,1200,False,english,0.38095238095238093
True,False,30,2,5,1200,False,english,0.37976190476190474
True,False,25,2,10,500,False,,0.37976190476190474
True,True,25,1,10,1200,False,,0.37976190476190474
False,True,30,1,15,500,False,english,0.37976190476190474
True,True,25,2,5,500,False,,0.37976190476190474
False,True,30,2,5,500,False,,0.37857142857142856
False,True,30,2,15,500,False,,0.37857142857142856
False,False,30,1,5,500,False,english,0.37857142857142856
True,False,30,1,10,500,False,english,0.37857142857142856
False,True,30,1,10,1200,False,english,0.37857142857142856
True,False,25,2,10,1200,False,,0.37857142857142856
True,True,25,2,15,500,False,,0.37857142857142856
True,True,30,2,10,500,False,,0.37857142857142856
True,False,25,1,10,1200,False,,0.37857142857142856
True,False,25,2,10,1200,False,english,0.3773809523809524
False,True,25,2,15,500,False,,0.3773809523809524
True,False,30,1,15,1200,False,,0.3773809523809524
True,True,25,2,15,1200,False,,0.3773809523809524
False,False,25,2,15,1200,False,,0.3773809523809524
False,False,25,1,10,1200,False,english,0.3773809523809524
True,False,30,2,5,500,False,english,0.3761904761904762
True,False,25,2,5,1200,False,,0.3761904761904762
False,False,25,1,15,1200,False,english,0.3761904761904762
False,False,25,1,5,500,False,english,0.3761904761904762
False,False,30,2,10,500,False,english,0.375
False,False,30,1,10,500,False,english,0.375
True,False,25,2,5,500,False,,0.375
False,False,30,1,5,1200,False,english,0.3738095238095238
False,False,25,1,15,500,False,english,0.3738095238095238
False,False,30,1,10,1200,False,,0.3738095238095238
False,False,25,2,5,1200,False,english,0.3726190476190476
False,False,30,2,15,500,False,english,0.37142857142857144
True,False,25,1,10,500,False,,0.37142857142857144
False,False,25,1,10,500,False,,0.37142857142857144
False,False,30,2,5,500,False,english,0.37142857142857144
False,False,25,2,5,500,False,,0.37023809523809526
