cleaner__getlemmatisation,cleaner__removedigit,rfc__max_depth,rfc__min_samples_leaf,rfc__min_samples_split,rfc__n_estimators,tfidf__lowercase,tfidf__stop_words,accuracy
True,False,25,2,10,1200,False,english,0.5035714285714286
False,True,30,2,15,1200,False,english,0.5035714285714286
True,True,30,1,15,500,False,english,0.5035714285714286
False,False,30,1,5,500,False,english,0.5035714285714286
False,False,25,2,15,1200,True,english,0.5035714285714286
False,False,25,2,5,1200,True,english,0.5035714285714286
False,False,30,1,10,500,True,english,0.5035714285714286
False,False,25,1,15,500,True,english,0.5035714285714286
False,False,30,2,5,1200,False,english,0.5035714285714286
True,True,30,1,15,1200,False,english,0.5035714285714286
False,False,25,2,10,1200,False,,0.5035714285714286
False,True,30,2,10,500,True,,0.5023809523809524
True,True,25,1,15,500,False,english,0.5023809523809524
True,False,25,2,10,1200,True,english,0.5023809523809524
True,False,30,2,15,1200,False,,0.5023809523809524
True,True,30,1,5,1200,False,english,0.5023809523809524
True,True,25,2,15,500,False,,0.5023809523809524
True,False,25,1,10,500,False,english,0.5023809523809524
False,True,30,2,10,500,False,english,0.5023809523809524
False,False,30,2,10,500,False,english,0.5023809523809524
False,False,30,2,5,500,False,english,0.5023809523809524
True,False,30,2,15,1200,False,english,0.5023809523809524
False,False,25,2,10,500,True,english,0.5023809523809524
True,True,25,1,10,500,True,,0.5023809523809524
False,False,30,1,15,500,True,english,0.5023809523809524
False,False,25,2,10,1200,True,,0.5023809523809524
False,True,25,2,15,500,True,english,0.5023809523809524
False,True,30,1,15,1200,True,,0.5023809523809524
False,True,30,1,5,1200,True,,0.5011904761904762
True,True,30,2,10,1200,False,english,0.5011904761904762
False,False,30,1,5,1200,False,,0.5011904761904762
True,False,30,1,10,1200,False,,0.5011904761904762
False,False,25,1,5,1200,False,,0.5011904761904762
False,True,25,2,15,1200,False,english,0.5011904761904762
True,True,25,2,15,500,False,english,0.5011904761904762
False,False,25,2,15,1200,False,english,0.5011904761904762
False,False,25,2,15,1200,False,,0.5011904761904762
False,True,30,1,5,1200,False,,0.5011904761904762
True,True,25,2,10,500,False,english,0.5011904761904762
True,False,30,1,15,500,True,english,0.5011904761904762
False,False,25,2,10,500,False,english,0.5011904761904762
True,False,30,2,10,1200,True,english,0.5011904761904762
True,False,30,2,10,1200,False,english,0.5011904761904762
True,True,25,1,5,1200,True,,0.5011904761904762
False,False,25,1,10,1200,False,,0.5011904761904762
True,False,25,1,5,500,True,english,0.5011904761904762
False,True,30,2,10,1200,False,,0.5011904761904762
False,True,30,2,10,500,True,english,0.5011904761904762
False,False,25,2,5,500,False,english,0.5011904761904762
False,False,25,2,5,500,False,,0.5011904761904762
False,False,25,2,5,1200,True,,0.5011904761904762
True,False,30,1,5,500,False,english,0.5011904761904762
False,True,25,1,10,500,True,english,0.5011904761904762
False,True,25,1,10,500,False,,0.5011904761904762
False,False,30,2,15,1200,True,english,0.5
False,True,25,2,5,1200,True,,0.5
True,False,30,1,10,1200,True,english,0.5
True,False,30,1,15,1200,False,english,0.5
False,True,30,1,5,500,True,,0.5
True,False,25,1,10,1200,False,,0.5
False,False,25,1,10,500,False,,0.5
False,True,30,2,15,500,True,,0.5
True,True,30,1,5,500,True,english,0.5
True,True,30,1,5,1200,False,,0.5
False,False,25,1,15,1200,True,english,0.5
True,True,25,2,10,500,False,,0.4988095238095238
True,True,30,1,5,1200,True,english,0.4988095238095238
False,False,25,2,5,1200,False,,0.4988095238095238
False,True,25,1,5,1200,True,,0.4988095238095238
False,False,25,1,15,1200,True,,0.4988095238095238
False,False,25,2,5,500,True,english,0.4988095238095238
True,False,30,1,5,500,True,english,0.4988095238095238
True,True,25,1,5,1200,False,,0.4988095238095238
True,False,30,2,10,500,True,english,0.4988095238095238
True,True,25,1,5,500,False,english,0.4988095238095238
False,True,25,1,10,500,False,english,0.4988095238095238
False,False,30,2,15,1200,False,,0.4988095238095238
True,False,25,2,5,1200,False,english,0.4988095238095238
True,True,25,2,5,500,True,,0.4988095238095238
False,True,30,1,5,1200,False,english,0.4988095238095238
True,False,25,2,10,500,True,english,0.4988095238095238
False,True,25,2,10,500,True,,0.4988095238095238
False,False,30,1,5,500,True,,0.4988095238095238
True,True,25,2,10,1200,False,english,0.4988095238095238
False,True,25,2,5,500,False,english,0.4988095238095238
False,True,25,1,10,1200,True,,0.4976190476190476
False,False,25,2,15,1200,True,,0.4976190476190476
False,False,25,1,10,500,True,english,0.4976190476190476
False,True,25,2,5,1200,False,english,0.4976190476190476
False,False,25,1,15,1200,False,,0.4976190476190476
False,True,25,1,15,1200,True,,0.4976190476190476
False,False,30,1,15,1200,False,,0.4976190476190476
False,True,30,1,5,500,False,,0.4976190476190476
False,True,30,2,5,500,False,,0.4976190476190476
False,True,30,1,10,500,False,english,0.4976190476190476
False,True,30,1,10,1200,True,,0.4976190476190476
True,True,25,1,5,500,True,english,0.4976190476190476
True,False,25,2,5,1200,True,english,0.4976190476190476
True,True,25,1,10,1200,False,english,0.4976190476190476
True,True,30,1,10,1200,True,english,0.4976190476190476
True,True,30,2,5,1200,True,english,0.4976190476190476
True,True,30,2,10,500,True,english,0.4976190476190476
True,False,30,2,10,500,False,english,0.4976190476190476
True,True,25,2,15,1200,False,,0.4976190476190476
True,False,25,2,5,1200,True,,0.4976190476190476
True,False,25,2,15,1200,False,,0.4976190476190476
True,False,30,1,5,500,False,,0.4976190476190476
True,False,30,1,5,1200,True,,0.4976190476190476
True,True,30,1,15,500,True,english,0.4976190476190476
True,False,30,2,5,1200,True,,0.4976190476190476
False,True,30,2,5,1200,False,english,0.49642857142857144
False,False,30,1,10,1200,False,,0.49642857142857144
False,True,25,2,5,500,True,english,0.49642857142857144
True,True,25,1,15,500,True,english,0.49642857142857144
True,False,30,1,10,500,True,english,0.49642857142857144
True,True,30,1,5,1200,True,,0.49642857142857144
False,False,25,1,5,500,True,,0.49642857142857144
True,False,25,2,10,500,False,,0.49642857142857144
True,True,25,1,15,500,True,,0.49642857142857144
False,False,25,2,10,500,True,,0.49642857142857144
True,True,25,1,15,1200,False,,0.49642857142857144
False,True,30,1,5,500,False,english,0.49642857142857144
False,True,30,1,5,500,True,english,0.49642857142857144
False,True,25,2,15,1200,False,,0.49642857142857144
True,True,30,1,5,500,False,english,0.49642857142857144
False,False,30,1,15,1200,False,english,0.49642857142857144
True,True,30,1,5,500,True,,0.49642857142857144
True,True,30,2,15,500,False,english,0.49642857142857144
True,True,30,1,15,1200,True,english,0.49642857142857144
False,True,30,2,15,1200,True,,0.49642857142857144
True,False,30,2,5,500,True,english,0.49642857142857144
False,True,25,1,5,1200,False,english,0.49642857142857144
True,False,25,1,10,1200,True,english,0.49642857142857144
False,False,30,2,10,1200,True,,0.49642857142857144
False,False,25,2,15,500,False,english,0.49642857142857144
False,True,30,2,5,500,True,,0.49642857142857144
True,False,25,2,15,500,True,english,0.49642857142857144
True,True,25,2,15,1200,True,,0.49642857142857144
True,True,25,2,5,500,False,english,0.49642857142857144
False,False,25,1,15,500,True,,0.49642857142857144
True,True,30,2,15,1200,False,english,0.49642857142857144
True,False,30,2,5,1200,False,,0.49642857142857144
True,False,25,2,10,500,True,,0.49523809523809526
False,True,30,1,15,1200,False,,0.49523809523809526
True,False,25,1,5,500,False,,0.49523809523809526
False,True,30,2,5,1200,True,,0.49523809523809526
False,True,30,1,10,500,False,,0.49523809523809526
False,False,30,1,15,500,True,,0.49523809523809526
True,True,30,1,10,500,True,english,0.49523809523809526
True,False,30,1,5,1200,False,english,0.49523809523809526
True,False,30,2,15,500,False,english,0.49523809523809526
False,True,25,1,15,500,True,,0.49523809523809526
True,False,30,2,5,500,False,english,0.49523809523809526
False,True,25,1,15,1200,False,english,0.49523809523809526
False,True,25,1,10,1200,True,english,0.49523809523809526
True,True,30,2,5,1200,False,,0.49523809523809526
True,False,30,1,5,1200,False,,0.49523809523809526
True,False,30,2,15,500,False,,0.49523809523809526
False,True,25,2,10,500,False,english,0.49523809523809526
False,False,30,2,5,500,True,english,0.49523809523809526
True,False,30,2,5,500,False,,0.49523809523809526
False,False,30,2,10,1200,False,english,0.49523809523809526
True,True,30,2,10,1200,False,,0.49523809523809526
True,True,30,1,15,1200,False,,0.49523809523809526
False,True,30,1,10,1200,False,,0.49404761904761907
False,True,30,2,10,1200,True,,0.49404761904761907
True,False,30,1,10,1200,True,,0.49404761904761907
True,True,25,2,5,1200,False,english,0.49404761904761907
True,False,30,1,15,500,False,,0.49404761904761907
True,True,25,1,15,1200,False,english,0.49404761904761907
True,False,30,1,15,1200,True,english,0.49404761904761907
False,False,30,1,5,500,False,,0.49404761904761907
True,True,30,2,15,500,False,,0.49404761904761907
False,False,30,1,10,1200,False,english,0.49404761904761907
True,True,30,1,15,500,False,,0.49404761904761907
True,False,25,2,15,500,False,english,0.49404761904761907
True,False,25,1,5,1200,False,,0.49404761904761907
False,False,25,1,10,1200,False,english,0.4928571428571429
False,True,30,2,10,500,False,,0.4928571428571429
True,True,30,1,10,500,True,,0.4928571428571429
True,False,30,2,15,1200,True,,0.4928571428571429
True,False,25,1,10,500,False,,0.4928571428571429
True,True,30,2,10,500,False,,0.4928571428571429
True,True,30,2,15,500,True,english,0.4928571428571429
True,False,25,1,15,1200,False,,0.4928571428571429
False,True,30,2,15,500,False,,0.4928571428571429
True,True,25,2,10,500,True,english,0.4928571428571429
True,True,25,1,10,1200,True,english,0.4928571428571429
False,True,25,2,10,1200,False,english,0.4928571428571429
True,True,25,2,5,1200,False,,0.4928571428571429
True,True,25,1,10,500,False,,0.4928571428571429
True,False,25,2,15,500,True,,0.4928571428571429
False,False,25,2,5,500,True,,0.4928571428571429
False,True,30,1,10,500,True,,0.4928571428571429
False,True,25,1,15,1200,True,english,0.4928571428571429
True,True,25,1,5,500,True,,0.4928571428571429
True,False,25,2,15,1200,False,english,0.4928571428571429
False,True,25,1,15,500,False,english,0.4928571428571429
False,False,30,2,10,500,False,,0.4928571428571429
False,True,30,1,15,500,True,,0.4928571428571429
False,True,30,1,15,1200,True,english,0.4928571428571429
True,False,25,1,15,500,True,,0.4928571428571429
False,True,25,1,15,500,False,,0.4928571428571428
False,False,25,1,10,1200,True,english,0.4916666666666667
True,True,30,2,5,1200,True,,0.4916666666666667
True,False,30,1,15,500,True,,0.4916666666666667
False,True,25,2,5,1200,True,english,0.4916666666666667
True,True,30,1,10,1200,True,,0.4916666666666667
True,False,30,1,15,1200,False,,0.4916666666666667
False,False,30,1,15,500,False,english,0.4916666666666667
True,False,25,1,15,1200,True,,0.4916666666666667
True,False,25,2,5,500,True,english,0.4916666666666667
False,False,30,1,10,500,True,,0.4916666666666667
True,True,25,2,15,1200,False,english,0.4916666666666667
True,False,25,1,5,500,True,,0.4916666666666667
True,False,25,2,5,1200,False,,0.4916666666666667
False,False,30,2,15,500,True,,0.4916666666666667
True,True,30,2,15,1200,True,english,0.4916666666666667
False,False,30,1,10,500,False,,0.4916666666666667
True,True,25,2,5,500,True,english,0.4916666666666667
False,False,30,2,10,500,True,,0.49166666666666664
False,True,30,2,5,500,True,english,0.49166666666666664
False,False,25,1,5,500,False,,0.49166666666666664
True,True,25,1,5,500,False,,0.4904761904761905
False,False,30,2,5,1200,True,,0.4904761904761905
True,True,25,1,10,1200,True,,0.4904761904761905
True,True,30,1,10,1200,False,,0.4904761904761905
False,True,25,1,5,500,True,english,0.4904761904761905
False,True,25,1,15,1200,False,,0.4904761904761905
True,False,25,2,5,500,True,,0.4904761904761905
True,False,25,1,15,1200,True,english,0.4904761904761905
False,False,25,1,10,500,True,,0.4904761904761905
True,False,30,1,5,1200,True,english,0.4904761904761905
True,False,25,1,10,1200,False,english,0.4904761904761905
False,True,25,2,5,500,True,,0.4904761904761905
True,False,30,1,15,500,False,english,0.4904761904761905
True,False,25,1,5,1200,False,english,0.4892857142857143
False,True,25,2,15,500,False,,0.4892857142857143
False,True,30,1,15,500,False,,0.4892857142857143
False,False,30,2,5,500,False,,0.4892857142857143
False,True,30,2,5,500,False,english,0.4892857142857143
True,False,30,1,10,500,True,,0.4892857142857143
False,False,30,1,15,1200,True,,0.4892857142857143
False,False,30,2,15,500,False,,0.4892857142857143
False,False,30,2,10,1200,False,,0.4892857142857143
False,True,25,1,5,500,True,,0.4892857142857143
True,False,25,2,5,500,False,,0.48928571428571427
True,False,25,1,5,1200,True,english,0.48928571428571427
True,False,30,1,15,1200,True,,0.48928571428571427
True,True,30,2,5,500,False,,0.48809523809523814
True,True,25,1,15,500,False,,0.48809523809523814
False,True,25,2,5,500,False,,0.48809523809523814
True,True,30,2,15,500,True,,0.48809523809523814
True,True,25,1,10,1200,False,,0.48809523809523814
True,False,30,1,5,500,True,,0.48809523809523814
False,False,25,1,5,1200,True,,0.4880952380952381
False,False,25,2,10,500,False,,0.4880952380952381
False,False,30,2,5,500,True,,0.4880952380952381
True,True,25,2,15,500,True,,0.4880952380952381
False,False,30,2,15,1200,True,,0.48690476190476195
True,False,25,2,15,500,False,,0.48690476190476195
True,True,30,1,5,500,False,,0.48690476190476195
True,False,25,2,10,1200,True,,0.48690476190476195
True,True,25,2,10,1200,True,,0.48690476190476195
False,False,30,2,10,500,True,english,0.48690476190476195
True,True,25,1,15,1200,True,,0.48690476190476195
True,True,30,1,15,1200,True,,0.4869047619047619
False,False,25,1,10,1200,True,,0.4869047619047619
False,False,25,2,15,500,True,,0.4869047619047619
True,False,30,2,10,500,False,,0.48571428571428577
False,False,25,1,15,500,False,english,0.48571428571428577
True,False,25,2,15,1200,True,,0.48571428571428577
True,True,25,2,15,1200,True,english,0.4857142857142857
True,True,25,2,15,500,True,english,0.4857142857142857
True,True,30,2,15,1200,True,,0.4857142857142857
True,True,25,2,5,1200,True,,0.4857142857142857
False,True,25,1,10,500,True,,0.4857142857142857
True,False,25,2,15,1200,True,english,0.4857142857142857
True,True,25,2,10,1200,True,english,0.4845238095238096
False,True,25,2,10,1200,False,,0.4845238095238096
True,True,25,1,15,1200,True,english,0.4845238095238095
True,False,25,2,10,1200,False,,0.4833333333333334
True,True,30,2,10,500,True,,0.48333333333333334
True,False,30,1,10,500,False,,0.48333333333333334
True,False,30,2,5,500,True,,0.48333333333333334
True,False,25,1,10,500,True,,0.48333333333333334
True,True,25,2,10,500,True,,0.4833333333333332
False,True,25,1,5,500,False,,0.4821428571428572
False,False,30,1,15,500,False,,0.4821428571428572
True,True,30,1,15,500,True,,0.4821428571428572
True,False,25,1,15,500,False,english,0.48214285714285715
True,True,25,1,5,1200,False,english,0.48214285714285715
True,True,25,2,5,500,False,,0.480952380952381
False,False,25,2,15,500,False,,0.48095238095238096
True,True,25,2,10,1200,False,,0.48095238095238096
True,False,25,1,10,500,True,english,0.48095238095238085
True,True,30,1,10,500,False,,0.4761904761904761
True,False,30,2,15,500,True,,0.47380952380952374
