cleaner__getlemmatisation,cleaner__getstemmer,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
False,True,True,10.0,0.001,poly,True,english,0.6707317073170732
False,True,True,0.001,1.0,poly,False,english,0.6707317073170732
False,True,True,0.001,1.0,poly,True,english,0.6707317073170732
False,True,True,0.001,0.1,poly,False,english,0.6707317073170732
False,True,True,0.001,0.1,poly,True,english,0.6707317073170732
False,True,True,10.0,0.01,poly,False,english,0.6707317073170732
False,True,True,0.001,0.01,poly,False,english,0.6707317073170732
False,True,True,0.001,0.01,poly,True,english,0.6707317073170732
False,True,True,0.001,0.001,poly,False,english,0.6707317073170732
False,True,True,0.001,0.001,poly,True,english,0.6707317073170732
False,True,True,0.1,0.1,poly,True,english,0.6707317073170732
False,True,True,0.01,0.001,poly,False,english,0.6707317073170732
False,True,True,0.1,1.0,poly,True,english,0.6707317073170732
False,True,True,10.0,0.001,poly,False,english,0.6707317073170732
False,True,True,1.0,0.01,poly,True,english,0.6707317073170732
True,False,True,0.1,1.0,rbf,False,english,0.6707317073170731
True,True,True,1.0,1.0,sigmoid,True,english,0.6707317073170731
True,False,False,1.0,1.0,rbf,False,english,0.6707317073170731
False,True,False,1.0,1.0,rbf,False,,0.6707317073170731
True,False,True,0.01,1.0,rbf,False,english,0.6707317073170731
False,False,False,1.0,1.0,rbf,True,,0.6707317073170731
True,True,False,1.0,1.0,sigmoid,True,,0.6707317073170731
True,True,False,1.0,1.0,sigmoid,False,,0.6707317073170731
False,False,False,1.0,1.0,rbf,False,english,0.6707317073170731
True,False,True,0.001,1.0,rbf,False,english,0.6707317073170731
True,True,True,1.0,1.0,sigmoid,False,english,0.6707317073170731
True,False,True,10.0,1.0,sigmoid,True,,0.6707317073170731
True,False,False,1.0,1.0,sigmoid,True,,0.6707317073170731
False,True,False,1.0,1.0,rbf,True,,0.6707317073170731
False,False,False,10.0,1.0,sigmoid,True,,0.6707317073170731
True,True,True,0.01,0.01,poly,True,english,0.6682926829268293
True,True,False,0.01,0.1,poly,False,english,0.6682926829268293
True,True,True,1.0,0.1,poly,False,english,0.6682926829268293
True,True,True,10.0,0.01,poly,True,english,0.6682926829268293
True,True,True,10.0,0.01,poly,False,english,0.6682926829268293
False,True,False,1.0,1.0,sigmoid,False,,0.6682926829268293
True,True,True,10.0,0.1,poly,True,english,0.6682926829268293
False,True,False,1.0,1.0,sigmoid,True,,0.6682926829268293
True,True,True,0.1,1.0,poly,False,english,0.6682926829268293
True,True,True,10.0,0.1,poly,False,english,0.6682926829268293
True,True,False,0.01,0.1,poly,True,english,0.6682926829268293
True,True,True,0.1,1.0,poly,True,english,0.6682926829268293
True,True,False,1.0,0.1,poly,False,english,0.6682926829268293
True,True,False,1.0,0.1,poly,True,english,0.6682926829268293
True,True,False,0.001,0.001,poly,True,english,0.6682926829268293
True,True,False,0.01,1.0,poly,False,english,0.6682926829268293
True,True,False,0.001,0.001,poly,False,english,0.6682926829268293
True,True,True,0.001,0.1,poly,False,english,0.6682926829268293
True,True,True,0.1,0.001,poly,True,english,0.6682926829268293
True,True,True,0.01,0.001,poly,False,english,0.6682926829268293
True,True,True,0.01,0.001,poly,True,english,0.6682926829268293
True,True,False,0.001,1.0,poly,False,english,0.6682926829268293
True,True,False,10.0,0.01,poly,False,english,0.6682926829268293
True,True,False,0.001,1.0,poly,True,english,0.6682926829268293
True,True,False,0.01,0.001,poly,False,english,0.6682926829268293
True,True,False,10.0,0.1,poly,False,english,0.6682926829268293
True,True,False,10.0,0.1,poly,True,english,0.6682926829268293
True,True,True,0.1,0.001,poly,False,english,0.6682926829268293
True,True,True,1.0,0.01,poly,True,english,0.6682926829268293
True,True,False,0.01,0.01,poly,True,english,0.6682926829268293
True,True,True,10.0,0.001,poly,True,english,0.6682926829268293
True,True,False,0.01,0.01,poly,False,english,0.6682926829268293
True,True,False,10.0,0.01,poly,True,english,0.6682926829268293
True,True,False,10.0,0.001,poly,True,english,0.6682926829268293
True,True,True,1.0,0.001,poly,False,english,0.6682926829268293
True,True,True,10.0,0.001,poly,False,english,0.6682926829268293
True,True,True,0.001,1.0,poly,False,english,0.6682926829268293
True,True,False,0.01,0.001,poly,True,english,0.6682926829268293
True,True,False,1.0,0.01,poly,False,english,0.6682926829268293
True,True,True,1.0,0.01,poly,False,english,0.6682926829268293
True,True,True,0.001,1.0,poly,True,english,0.6682926829268293
True,True,False,10.0,0.001,poly,False,english,0.6682926829268293
True,True,True,1.0,0.001,poly,True,english,0.6682926829268293
False,False,True,1.0,1.0,rbf,False,english,0.6682926829268293
True,True,False,0.01,1.0,poly,True,english,0.6682926829268293
True,True,True,1.0,0.1,poly,True,english,0.6682926829268293
True,True,True,0.001,0.01,poly,False,english,0.6682926829268293
True,True,True,0.001,0.01,poly,True,english,0.6682926829268293
True,True,False,1.0,0.001,poly,True,english,0.6682926829268293
True,True,False,0.1,0.01,poly,True,english,0.6682926829268293
True,True,True,0.001,0.001,poly,False,english,0.6682926829268293
True,True,False,1.0,0.001,poly,False,english,0.6682926829268293
True,True,True,0.1,0.1,poly,False,english,0.6682926829268293
True,True,False,0.1,1.0,poly,False,english,0.6682926829268293
True,False,True,1.0,1.0,rbf,False,,0.6682926829268293
True,True,True,0.01,0.1,poly,True,english,0.6682926829268293
True,True,False,0.1,1.0,poly,True,english,0.6682926829268293
True,True,True,0.01,1.0,poly,False,english,0.6682926829268293
True,True,False,0.001,0.01,poly,False,english,0.6682926829268293
True,True,False,0.1,0.01,poly,False,english,0.6682926829268293
True,True,True,0.01,1.0,poly,True,english,0.6682926829268293
True,True,False,0.1,0.001,poly,False,english,0.6682926829268293
True,True,True,0.01,0.1,poly,False,english,0.6682926829268293
True,True,True,0.001,0.001,poly,True,english,0.6682926829268293
True,True,True,0.1,0.01,poly,False,english,0.6682926829268293
True,True,False,0.1,0.001,poly,True,english,0.6682926829268293
True,True,True,0.1,0.01,poly,True,english,0.6682926829268293
True,True,False,0.001,0.01,poly,True,english,0.6682926829268293
True,True,False,0.1,0.1,poly,False,english,0.6682926829268293
True,True,False,0.001,0.1,poly,True,english,0.6682926829268293
True,True,True,0.001,0.1,poly,True,english,0.6682926829268293
True,True,False,0.1,0.1,poly,True,english,0.6682926829268293
True,True,False,0.001,0.1,poly,False,english,0.6682926829268293
True,True,False,1.0,0.01,poly,True,english,0.6682926829268293
True,True,True,0.01,0.01,poly,False,english,0.6682926829268293
True,True,True,0.1,0.1,poly,True,english,0.6682926829268293
False,False,True,1.0,1.0,rbf,True,,0.6682926829268292
True,False,True,1.0,1.0,sigmoid,False,,0.6682926829268292
False,False,True,1.0,1.0,sigmoid,False,,0.6658536585365854
True,False,True,10.0,1.0,poly,True,english,0.6658536585365854
False,False,True,10.0,1.0,rbf,False,english,0.6658536585365853
False,True,False,0.1,0.001,poly,False,english,0.6634146341463415
False,True,False,10.0,0.01,poly,True,english,0.6634146341463415
False,True,False,0.1,1.0,poly,True,english,0.6634146341463415
False,True,False,0.1,1.0,poly,False,english,0.6634146341463415
False,True,False,0.001,0.1,poly,True,english,0.6634146341463415
False,True,False,10.0,0.1,poly,True,english,0.6634146341463415
False,True,False,0.01,0.1,poly,False,english,0.6634146341463415
False,True,False,1.0,0.001,poly,True,english,0.6634146341463415
False,True,False,1.0,0.001,poly,False,english,0.6634146341463415
False,True,False,10.0,0.01,poly,False,english,0.6634146341463415
False,True,False,1.0,0.01,poly,True,english,0.6634146341463415
False,True,False,0.001,0.001,poly,False,english,0.6634146341463415
False,True,False,0.01,0.001,poly,False,english,0.6634146341463415
False,True,False,0.001,0.1,poly,False,english,0.6634146341463415
False,True,False,0.001,0.001,poly,True,english,0.6634146341463415
False,True,False,1.0,0.01,poly,False,english,0.6634146341463415
False,False,True,1.0,1.0,sigmoid,False,english,0.6634146341463415
False,True,False,0.001,0.01,poly,False,english,0.6634146341463415
False,True,False,10.0,0.001,poly,False,english,0.6634146341463415
False,True,False,1.0,0.1,poly,True,english,0.6634146341463415
False,True,False,1.0,0.1,poly,False,english,0.6634146341463415
False,True,False,10.0,0.001,poly,True,english,0.6634146341463415
False,True,False,0.001,0.01,poly,True,english,0.6634146341463415
False,True,False,0.01,0.01,poly,True,english,0.6634146341463415
False,True,False,0.01,1.0,poly,True,english,0.6634146341463415
False,True,False,0.1,0.001,poly,True,english,0.6634146341463415
False,False,False,1.0,1.0,rbf,False,,0.6634146341463415
False,True,False,0.01,0.01,poly,False,english,0.6634146341463415
False,False,True,1.0,1.0,rbf,False,,0.6634146341463415
False,True,False,0.1,0.01,poly,False,english,0.6634146341463415
False,True,False,0.001,1.0,poly,True,english,0.6634146341463415
False,True,False,10.0,0.1,poly,False,english,0.6634146341463415
False,True,False,0.001,1.0,poly,False,english,0.6634146341463415
False,True,False,0.1,0.01,poly,True,english,0.6634146341463415
False,True,False,0.01,0.001,poly,True,english,0.6634146341463415
False,True,False,0.01,1.0,poly,False,english,0.6634146341463415
False,True,False,0.01,0.1,poly,True,english,0.6634146341463415
False,True,False,0.1,0.1,poly,True,english,0.6634146341463415
False,True,False,0.1,0.1,poly,False,english,0.6634146341463415
False,False,True,0.001,0.001,linear,False,english,0.6634146341463414
False,False,True,0.1,1.0,linear,False,english,0.6634146341463414
False,False,True,0.001,0.01,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,0.01,linear,False,english,0.6634146341463414
False,False,True,1.0,0.01,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.001,linear,False,english,0.6634146341463414
False,False,True,1.0,0.01,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,0.1,linear,False,english,0.6634146341463414
False,False,True,0.1,0.001,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,0.1,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,1.0,linear,False,english,0.6634146341463414
False,False,True,0.1,0.01,linear,False,english,0.6634146341463414
False,False,True,0.001,0.001,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.1,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,0.01,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.01,linear,False,english,0.6634146341463414
False,False,True,0.1,0.1,sigmoid,False,english,0.6634146341463414
False,False,True,0.001,0.001,sigmoid,False,english,0.6634146341463414
False,False,True,1.0,0.001,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.001,sigmoid,False,english,0.6634146341463414
False,False,True,0.1,0.001,rbf,False,english,0.6634146341463414
False,False,True,1.0,0.001,sigmoid,False,english,0.6634146341463414
False,False,True,0.01,1.0,linear,False,english,0.6634146341463414
False,False,True,0.1,0.01,sigmoid,False,english,0.6634146341463414
False,False,True,0.1,0.1,linear,False,english,0.6634146341463414
False,False,True,0.1,0.01,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.01,sigmoid,False,english,0.6634146341463414
False,False,True,0.01,0.1,linear,False,english,0.6634146341463414
False,False,True,0.01,0.001,rbf,False,english,0.6634146341463414
False,False,True,0.01,0.01,rbf,False,english,0.6634146341463414
False,False,True,0.1,0.001,linear,False,english,0.6634146341463414
False,False,True,10.0,0.01,sigmoid,False,english,0.6634146341463414
False,False,True,10.0,0.01,rbf,False,english,0.6634146341463414
False,False,True,1.0,0.1,sigmoid,False,english,0.6634146341463414
False,False,True,10.0,0.001,sigmoid,False,english,0.6634146341463414
False,False,True,10.0,0.001,rbf,False,english,0.6634146341463414
True,False,False,1.0,1.0,poly,True,english,0.6609756097560976
True,False,False,10.0,1.0,poly,True,english,0.6609756097560976
False,False,False,1.0,1.0,poly,False,,0.6609756097560975
True,True,True,1.0,1.0,sigmoid,True,,0.6609756097560975
True,True,True,1.0,1.0,sigmoid,False,,0.6609756097560975
True,True,False,10.0,1.0,poly,True,,0.6585365853658537
True,False,False,1.0,1.0,rbf,True,,0.6585365853658537
False,True,True,1.0,1.0,sigmoid,True,,0.6585365853658537
True,False,True,1.0,1.0,poly,True,english,0.6585365853658537
False,True,True,1.0,1.0,sigmoid,False,,0.6585365853658537
False,False,False,10.0,1.0,poly,True,english,0.6585365853658537
False,False,False,1.0,1.0,sigmoid,False,,0.6585365853658537
False,False,True,10.0,1.0,poly,True,english,0.6585365853658537
False,True,True,10.0,1.0,poly,False,,0.6585365853658537
False,True,True,10.0,1.0,poly,True,,0.6585365853658537
False,False,False,10.0,1.0,poly,True,,0.6585365853658537
True,False,True,10.0,1.0,poly,False,,0.6585365853658537
True,True,False,10.0,1.0,poly,False,,0.6585365853658537
False,False,True,10.0,1.0,poly,True,,0.6585365853658536
False,False,True,1.0,1.0,poly,False,english,0.6560975609756098
False,False,True,1.0,1.0,poly,True,english,0.6560975609756098
True,False,False,0.1,1.0,rbf,False,english,0.6560975609756098
False,False,False,1.0,1.0,poly,True,english,0.6560975609756098
True,False,True,1.0,1.0,rbf,True,,0.6560975609756098
True,False,False,0.01,1.0,rbf,False,english,0.6560975609756098
True,False,False,0.001,1.0,rbf,False,english,0.6560975609756098
False,False,True,1.0,1.0,poly,False,,0.6560975609756097
True,True,True,10.0,1.0,poly,False,,0.6560975609756097
True,True,True,10.0,1.0,poly,True,,0.6560975609756097
False,True,False,10.0,1.0,poly,False,,0.6560975609756097
False,False,True,1.0,1.0,poly,True,,0.6560975609756097
False,False,True,0.1,0.1,rbf,False,english,0.6560975609756097
False,False,True,0.01,0.1,rbf,False,english,0.6560975609756097
True,False,False,10.0,1.0,poly,False,english,0.6560975609756097
True,False,True,10.0,1.0,poly,False,english,0.6560975609756097
False,False,False,10.0,1.0,poly,False,english,0.6560975609756097
False,False,True,0.001,0.1,rbf,False,english,0.6560975609756097
False,False,True,10.0,1.0,poly,False,english,0.6560975609756097
False,False,True,1.0,0.1,rbf,False,english,0.6560975609756097
False,True,False,10.0,1.0,poly,True,,0.6560975609756097
True,False,False,10.0,1.0,poly,False,,0.6536585365853659
False,False,False,0.01,1.0,rbf,True,english,0.6536585365853659
True,False,False,1.0,1.0,poly,False,english,0.6536585365853659
False,False,False,1.0,1.0,poly,False,english,0.6536585365853659
False,True,False,1.0,1.0,poly,True,,0.6536585365853659
False,False,False,0.001,1.0,rbf,True,english,0.6536585365853659
False,True,False,1.0,1.0,poly,False,,0.6536585365853659
True,False,True,1.0,1.0,poly,False,english,0.6536585365853659
False,False,False,0.1,1.0,rbf,True,english,0.6536585365853659
True,False,False,10.0,1.0,poly,True,,0.6536585365853659
False,False,False,1.0,0.1,rbf,True,english,0.6536585365853658
False,False,False,0.01,0.1,rbf,True,english,0.6536585365853658
False,False,False,0.001,0.1,rbf,True,english,0.6536585365853658
True,False,False,1.0,1.0,poly,True,,0.6536585365853658
False,False,False,0.1,0.1,rbf,True,english,0.6536585365853658
True,False,True,1.0,1.0,poly,True,,0.651219512195122
True,False,True,10.0,1.0,poly,True,,0.6512195121951219
False,False,True,10.0,1.0,poly,False,,0.6512195121951219
True,True,False,1.0,1.0,poly,False,,0.6512195121951219
True,True,False,1.0,1.0,poly,True,,0.6512195121951219
True,False,False,1.0,1.0,poly,False,,0.6512195121951219
False,False,True,1.0,0.1,rbf,True,english,0.6487804878048781
False,False,True,0.001,0.1,rbf,True,english,0.6487804878048781
True,True,True,1.0,1.0,poly,False,,0.6487804878048781
False,False,False,0.1,0.1,sigmoid,True,english,0.6487804878048781
False,False,False,1.0,0.01,rbf,True,english,0.6487804878048781
True,True,True,1.0,1.0,poly,True,,0.6487804878048781
False,False,False,1.0,0.1,sigmoid,True,english,0.6487804878048781
False,False,False,0.001,0.1,sigmoid,True,english,0.6487804878048781
False,False,False,0.1,0.01,rbf,True,english,0.6487804878048781
False,False,True,0.01,0.1,rbf,True,english,0.6487804878048781
False,False,False,0.01,0.1,sigmoid,True,english,0.6487804878048781
False,True,True,1.0,1.0,poly,False,,0.6487804878048781
False,False,False,0.001,0.01,rbf,True,english,0.6487804878048781
False,True,True,1.0,1.0,poly,True,,0.6487804878048781
False,False,False,0.01,0.01,rbf,True,english,0.6487804878048781
False,False,False,10.0,0.01,rbf,True,english,0.6487804878048781
False,False,True,0.1,0.1,rbf,True,english,0.6487804878048781
False,False,False,1.0,1.0,poly,True,,0.648780487804878
True,False,True,1.0,1.0,poly,False,,0.648780487804878
False,False,False,10.0,1.0,poly,False,,0.6463414634146342
False,False,False,0.01,1.0,linear,True,english,0.646341463414634
False,False,True,0.01,0.01,sigmoid,True,english,0.646341463414634
False,False,False,0.001,0.01,linear,True,english,0.646341463414634
False,False,True,0.001,0.01,linear,True,english,0.646341463414634
False,False,True,0.01,0.01,rbf,True,english,0.646341463414634
False,False,False,0.1,0.01,sigmoid,True,english,0.646341463414634
False,False,True,10.0,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.001,0.001,sigmoid,True,english,0.646341463414634
False,False,False,0.01,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.001,0.01,rbf,True,english,0.646341463414634
False,False,True,0.01,0.1,linear,True,english,0.646341463414634
False,False,True,0.1,1.0,linear,True,english,0.646341463414634
False,False,True,10.0,0.001,rbf,True,english,0.646341463414634
False,False,False,0.01,0.001,rbf,True,english,0.646341463414634
False,False,False,1.0,0.001,sigmoid,True,english,0.646341463414634
False,False,True,1.0,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.01,0.01,linear,True,english,0.646341463414634
False,False,False,0.1,0.1,linear,True,english,0.646341463414634
False,False,False,10.0,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.01,0.1,sigmoid,True,english,0.646341463414634
False,False,False,0.001,0.1,linear,True,english,0.646341463414634
False,False,True,0.001,1.0,linear,True,english,0.646341463414634
False,False,True,10.0,0.01,sigmoid,True,english,0.646341463414634
False,False,False,1.0,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.001,0.1,sigmoid,True,english,0.646341463414634
False,False,True,0.001,1.0,rbf,False,english,0.646341463414634
False,False,False,0.001,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.1,1.0,rbf,False,english,0.646341463414634
False,False,False,0.01,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.01,0.001,linear,True,english,0.646341463414634
False,False,True,1.0,0.1,sigmoid,True,english,0.646341463414634
False,False,True,0.001,0.1,linear,True,english,0.646341463414634
False,False,True,10.0,0.01,rbf,True,english,0.646341463414634
False,False,True,0.001,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.01,0.001,rbf,True,english,0.646341463414634
False,False,False,0.01,0.01,linear,True,english,0.646341463414634
False,False,True,0.01,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.001,0.001,rbf,True,english,0.646341463414634
False,False,True,0.1,0.1,sigmoid,True,english,0.646341463414634
False,False,False,0.001,0.001,sigmoid,True,english,0.646341463414634
False,False,False,0.1,0.001,linear,True,english,0.646341463414634
False,False,False,10.0,0.01,sigmoid,True,english,0.646341463414634
False,False,True,0.1,0.001,linear,True,english,0.646341463414634
False,False,True,1.0,0.01,rbf,True,english,0.646341463414634
False,False,False,0.1,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.1,0.001,rbf,True,english,0.646341463414634
False,False,False,0.001,1.0,linear,True,english,0.646341463414634
False,False,False,0.1,0.001,rbf,True,english,0.646341463414634
False,False,True,0.1,0.001,sigmoid,True,english,0.646341463414634
False,False,True,0.1,0.1,linear,True,english,0.646341463414634
False,False,False,0.01,0.1,linear,True,english,0.646341463414634
False,False,False,0.001,0.001,linear,True,english,0.646341463414634
False,False,True,0.1,0.01,linear,True,english,0.646341463414634
False,False,True,1.0,0.001,sigmoid,True,english,0.646341463414634
False,False,False,0.001,0.001,rbf,True,english,0.646341463414634
False,False,False,10.0,0.001,rbf,True,english,0.646341463414634
False,False,True,0.1,0.01,rbf,True,english,0.646341463414634
False,False,True,0.1,0.01,sigmoid,True,english,0.646341463414634
False,False,False,0.01,0.001,linear,True,english,0.646341463414634
False,False,False,0.1,0.01,linear,True,english,0.646341463414634
False,False,True,0.01,1.0,linear,True,english,0.646341463414634
False,False,True,0.01,1.0,rbf,False,english,0.646341463414634
False,False,True,0.001,0.001,linear,True,english,0.646341463414634
False,False,False,0.1,1.0,linear,True,english,0.646341463414634
False,False,True,1.0,0.001,rbf,True,english,0.646341463414634
False,False,False,1.0,0.001,rbf,True,english,0.646341463414634
False,False,False,0.1,0.01,sigmoid,False,english,0.6439024390243903
False,False,False,0.001,1.0,linear,False,english,0.6439024390243903
False,False,False,0.01,0.1,sigmoid,False,english,0.6439024390243903
False,False,False,0.1,0.01,rbf,False,english,0.6439024390243903
False,False,False,1.0,0.001,rbf,False,english,0.6439024390243903
False,False,False,0.1,0.001,linear,False,english,0.6439024390243903
True,True,False,0.001,0.1,poly,False,,0.6439024390243903
True,True,False,0.001,0.1,poly,True,,0.6439024390243903
False,False,False,0.01,0.01,rbf,False,english,0.6439024390243903
False,False,False,0.01,0.01,sigmoid,False,english,0.6439024390243903
False,False,False,0.01,0.001,rbf,False,english,0.6439024390243903
False,False,False,0.01,0.001,linear,False,english,0.6439024390243903
False,False,False,0.1,1.0,linear,False,english,0.6439024390243903
False,False,False,0.1,0.001,rbf,False,english,0.6439024390243903
False,False,False,0.001,0.1,sigmoid,False,english,0.6439024390243903
False,False,False,1.0,0.001,sigmoid,False,english,0.6439024390243903
False,False,False,0.01,1.0,linear,False,english,0.6439024390243903
False,False,False,0.01,0.001,sigmoid,False,english,0.6439024390243903
False,False,False,0.001,0.1,linear,False,english,0.6439024390243903
False,False,False,0.01,0.01,linear,False,english,0.6439024390243903
False,False,False,0.1,0.1,linear,False,english,0.6439024390243903
False,False,False,0.1,0.001,sigmoid,False,english,0.6439024390243903
False,False,False,0.1,0.01,linear,False,english,0.6439024390243903
True,True,False,0.001,0.01,poly,True,,0.6439024390243903
False,False,False,0.01,0.1,linear,False,english,0.6439024390243903
True,True,False,0.001,0.01,poly,False,,0.6439024390243903
False,False,False,0.1,0.1,sigmoid,False,english,0.6439024390243903
False,False,False,1.0,0.01,rbf,False,english,0.6439024390243903
False,False,False,0.001,0.001,sigmoid,False,english,0.6439024390243903
True,True,False,1.0,0.001,poly,False,,0.6439024390243903
True,True,False,1.0,0.001,poly,True,,0.6439024390243903
True,True,False,10.0,0.1,poly,True,,0.6439024390243903
True,True,False,10.0,0.1,poly,False,,0.6439024390243903
False,False,False,0.001,0.001,rbf,False,english,0.6439024390243903
True,True,False,0.01,0.001,poly,False,,0.6439024390243903
True,True,False,0.01,0.001,poly,True,,0.6439024390243903
False,False,False,0.001,0.01,linear,False,english,0.6439024390243903
False,False,False,0.001,0.001,linear,False,english,0.6439024390243903
True,True,False,0.001,1.0,poly,False,,0.6439024390243903
True,True,False,0.1,0.01,poly,True,,0.6439024390243903
True,True,False,0.001,1.0,poly,True,,0.6439024390243903
False,False,False,0.001,0.01,rbf,False,english,0.6439024390243903
True,True,False,0.1,1.0,poly,False,,0.6439024390243903
True,True,False,0.1,1.0,poly,True,,0.6439024390243903
False,False,False,0.001,0.01,sigmoid,False,english,0.6439024390243903
False,False,False,10.0,0.001,rbf,False,english,0.6439024390243903
True,True,False,0.01,0.01,poly,True,,0.6439024390243903
False,False,False,1.0,0.1,sigmoid,False,english,0.6439024390243903
True,True,False,0.01,0.1,poly,False,,0.6439024390243903
True,True,False,1.0,0.01,poly,False,,0.6439024390243903
True,True,False,0.01,1.0,poly,False,,0.6439024390243903
True,True,False,1.0,0.1,poly,True,,0.6439024390243903
True,True,False,0.1,0.001,poly,True,,0.6439024390243903
True,True,False,1.0,0.1,poly,False,,0.6439024390243903
False,False,False,10.0,0.01,rbf,False,english,0.6439024390243903
True,True,False,0.01,1.0,poly,True,,0.6439024390243903
True,True,False,0.1,0.001,poly,False,,0.6439024390243903
True,True,False,0.01,0.01,poly,False,,0.6439024390243903
True,True,False,0.01,0.1,poly,True,,0.6439024390243903
False,False,False,10.0,0.001,sigmoid,False,english,0.6439024390243903
True,True,False,10.0,0.001,poly,True,,0.6439024390243903
True,True,False,10.0,0.001,poly,False,,0.6439024390243903
False,False,False,10.0,0.01,sigmoid,False,english,0.6439024390243903
True,True,False,10.0,0.01,poly,True,,0.6439024390243903
True,True,False,10.0,0.01,poly,False,,0.6439024390243903
True,True,False,0.1,0.01,poly,False,,0.6439024390243903
True,True,False,1.0,0.01,poly,True,,0.6439024390243903
False,False,False,1.0,0.01,sigmoid,False,english,0.6439024390243903
True,True,False,0.1,0.1,poly,True,,0.6439024390243903
True,True,False,0.1,0.1,poly,False,,0.6439024390243903
False,False,True,0.1,1.0,sigmoid,True,english,0.6414634146341465
False,False,True,0.01,1.0,sigmoid,True,english,0.6414634146341465
False,False,True,0.001,1.0,sigmoid,True,english,0.6414634146341465
True,True,True,10.0,0.01,poly,True,,0.6414634146341464
True,True,True,10.0,0.001,poly,True,,0.6414634146341464
True,True,True,10.0,0.001,poly,False,,0.6414634146341464
True,True,True,0.01,1.0,poly,False,,0.6414634146341464
True,True,True,0.1,1.0,poly,False,,0.6414634146341464
True,True,True,0.01,0.001,poly,False,,0.6414634146341464
True,True,True,10.0,0.01,poly,False,,0.6414634146341464
True,True,True,10.0,0.1,poly,True,,0.6414634146341464
True,True,True,10.0,0.1,poly,False,,0.6414634146341464
True,True,True,0.01,0.01,poly,True,,0.6414634146341464
True,True,False,0.001,0.001,poly,True,,0.6414634146341464
True,False,True,10.0,0.01,rbf,False,english,0.6414634146341464
True,True,False,0.001,0.001,poly,False,,0.6414634146341464
True,True,True,0.1,0.001,poly,True,,0.6414634146341464
True,True,True,0.01,1.0,poly,True,,0.6414634146341464
True,True,True,0.01,0.1,poly,True,,0.6414634146341464
True,True,True,0.1,1.0,poly,True,,0.6414634146341464
True,True,True,1.0,0.001,poly,False,,0.6414634146341464
True,True,True,0.1,0.001,poly,False,,0.6414634146341464
True,True,True,0.01,0.1,poly,False,,0.6414634146341464
True,True,True,0.1,0.1,poly,False,,0.6414634146341464
True,True,True,1.0,0.01,poly,True,,0.6414634146341464
True,True,True,1.0,0.01,poly,False,,0.6414634146341464
True,True,True,0.01,0.001,poly,True,,0.6414634146341464
True,True,True,0.001,1.0,poly,False,,0.6414634146341464
True,True,True,0.001,0.01,poly,False,,0.6414634146341464
True,True,True,0.001,0.01,poly,True,,0.6414634146341464
True,True,True,0.001,1.0,poly,True,,0.6414634146341464
True,True,True,1.0,0.1,poly,True,,0.6414634146341464
True,True,True,1.0,0.1,poly,False,,0.6414634146341464
True,True,True,1.0,0.001,poly,True,,0.6414634146341464
True,True,True,0.001,0.001,poly,False,,0.6414634146341464
True,True,True,0.001,0.001,poly,True,,0.6414634146341464
True,True,True,0.1,0.1,poly,True,,0.6414634146341464
True,True,True,0.001,0.1,poly,True,,0.6414634146341464
True,True,True,0.01,0.01,poly,False,,0.6414634146341464
True,True,True,0.1,0.01,poly,False,,0.6414634146341464
True,True,True,0.001,0.1,poly,False,,0.6414634146341464
True,True,True,0.1,0.01,poly,True,,0.6414634146341464
True,True,False,0.001,1.0,rbf,True,english,0.6414634146341462
True,True,False,0.001,1.0,rbf,False,english,0.6414634146341462
True,True,False,0.1,1.0,rbf,True,english,0.6414634146341462
True,True,False,0.1,1.0,rbf,False,english,0.6414634146341462
True,True,False,0.01,1.0,rbf,True,english,0.6414634146341462
True,True,True,0.001,1.0,rbf,False,english,0.6414634146341462
True,True,True,0.001,1.0,rbf,True,english,0.6414634146341462
True,True,False,0.01,1.0,rbf,False,english,0.6414634146341462
True,True,True,0.1,1.0,rbf,True,english,0.6414634146341462
True,True,True,0.01,1.0,rbf,True,english,0.6414634146341462
True,True,True,0.1,1.0,rbf,False,english,0.6414634146341462
True,True,True,0.01,1.0,rbf,False,english,0.6414634146341462
False,True,False,0.001,1.0,rbf,False,english,0.6390243902439025
False,True,False,0.001,0.01,poly,False,,0.6390243902439025
False,True,True,1.0,0.01,poly,True,,0.6390243902439025
