cleaner__getlemmatisation,cleaner__getstemmer,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
False,True,False,0.1,1.0,linear,False,,0.5682926829268293
False,True,False,0.001,0.1,rbf,False,,0.5682926829268293
True,True,False,10.0,0.01,sigmoid,False,,0.5682926829268293
False,True,False,0.1,0.1,rbf,False,,0.5682926829268293
False,True,False,1.0,0.1,sigmoid,False,,0.5682926829268293
False,True,False,0.01,0.1,linear,False,,0.5682926829268293
False,True,False,0.01,0.1,sigmoid,True,,0.5682926829268293
False,True,False,10.0,0.001,rbf,True,,0.5682926829268293
False,True,False,0.1,0.01,linear,True,,0.5682926829268293
True,False,True,10.0,0.01,rbf,True,,0.5682926829268293
False,True,False,0.1,1.0,linear,True,,0.5682926829268293
False,True,False,0.01,0.01,sigmoid,True,,0.5682926829268293
True,False,True,1.0,0.01,rbf,True,,0.5682926829268293
False,True,False,0.01,0.01,rbf,False,,0.5682926829268293
False,True,False,0.1,0.01,linear,False,,0.5682926829268293
False,True,False,0.1,0.1,sigmoid,False,,0.5682926829268293
False,True,False,0.1,0.1,sigmoid,True,,0.5682926829268293
False,True,False,0.01,0.01,rbf,True,,0.5682926829268293
False,True,False,0.1,0.001,sigmoid,False,,0.5682926829268293
False,True,False,0.01,0.01,linear,False,,0.5682926829268293
False,True,False,0.01,0.1,linear,True,,0.5682926829268293
False,True,False,0.01,0.01,linear,True,,0.5682926829268293
False,True,False,0.1,0.01,rbf,True,,0.5682926829268293
False,True,False,0.01,0.1,rbf,False,,0.5682926829268293
True,False,True,0.1,0.01,rbf,True,,0.5682926829268293
False,True,False,0.01,0.001,sigmoid,False,,0.5682926829268293
False,True,False,0.1,0.001,linear,True,,0.5682926829268293
False,True,False,0.01,0.001,sigmoid,True,,0.5682926829268293
False,True,False,0.1,0.001,sigmoid,True,,0.5682926829268293
False,True,False,10.0,0.001,rbf,False,,0.5682926829268293
True,True,False,10.0,0.01,sigmoid,True,,0.5682926829268293
False,True,False,0.1,0.1,linear,False,,0.5682926829268293
False,True,False,0.01,0.01,sigmoid,False,,0.5682926829268293
True,True,False,0.1,0.01,rbf,True,,0.5682926829268293
True,True,False,0.1,0.1,sigmoid,False,,0.5682926829268293
True,True,False,0.1,0.1,sigmoid,True,,0.5682926829268293
False,True,False,1.0,0.01,sigmoid,False,,0.5682926829268293
False,True,False,1.0,0.01,sigmoid,True,,0.5682926829268293
False,True,False,0.1,0.001,rbf,False,,0.5682926829268293
False,True,False,0.001,0.1,linear,True,,0.5682926829268293
True,True,False,0.1,0.1,linear,False,,0.5682926829268293
True,True,False,0.1,0.1,linear,True,,0.5682926829268293
True,True,False,0.1,0.01,sigmoid,False,,0.5682926829268293
True,True,False,0.1,0.01,sigmoid,True,,0.5682926829268293
True,True,False,0.1,0.01,rbf,False,,0.5682926829268293
True,True,False,0.1,0.01,linear,False,,0.5682926829268293
False,True,False,0.001,0.1,linear,False,,0.5682926829268293
False,True,False,0.01,0.1,rbf,True,,0.5682926829268293
False,True,False,1.0,0.001,sigmoid,False,,0.5682926829268293
True,True,False,0.1,0.01,linear,True,,0.5682926829268293
True,True,False,0.1,0.001,sigmoid,False,,0.5682926829268293
True,True,False,0.1,0.001,sigmoid,True,,0.5682926829268293
True,True,False,0.1,0.001,rbf,False,,0.5682926829268293
False,True,False,0.001,0.01,sigmoid,False,,0.5682926829268293
False,True,False,1.0,0.01,rbf,False,,0.5682926829268293
False,True,False,1.0,0.01,rbf,True,,0.5682926829268293
False,True,False,10.0,0.001,sigmoid,True,,0.5682926829268293
True,True,False,0.1,0.001,rbf,True,,0.5682926829268293
True,True,False,0.1,1.0,linear,False,,0.5682926829268293
True,True,False,0.1,1.0,linear,True,,0.5682926829268293
False,True,False,0.001,0.1,rbf,True,,0.5682926829268293
False,True,False,0.1,0.1,linear,True,,0.5682926829268293
True,True,False,10.0,0.001,sigmoid,True,,0.5682926829268293
True,True,False,10.0,0.001,rbf,False,,0.5682926829268293
True,True,False,10.0,0.001,rbf,True,,0.5682926829268293
True,True,False,1.0,0.1,sigmoid,False,,0.5682926829268293
True,True,False,1.0,0.1,sigmoid,True,,0.5682926829268293
False,True,False,10.0,0.01,sigmoid,False,,0.5682926829268293
True,True,False,1.0,0.01,sigmoid,False,,0.5682926829268293
True,True,False,1.0,0.01,sigmoid,True,,0.5682926829268293
True,True,False,1.0,0.01,rbf,False,,0.5682926829268293
True,True,False,1.0,0.001,sigmoid,False,,0.5682926829268293
True,True,False,1.0,0.001,sigmoid,True,,0.5682926829268293
True,True,False,1.0,0.01,rbf,True,,0.5682926829268293
False,True,False,0.1,0.01,sigmoid,False,,0.5682926829268293
False,True,False,0.1,0.01,sigmoid,True,,0.5682926829268293
True,True,False,1.0,0.001,rbf,True,,0.5682926829268293
False,True,False,10.0,0.01,sigmoid,True,,0.5682926829268293
True,True,False,1.0,0.001,rbf,False,,0.5682926829268293
True,False,False,0.001,0.001,rbf,True,,0.5682926829268292
True,False,False,1.0,0.01,rbf,True,,0.5682926829268292
True,False,False,1.0,0.001,rbf,True,,0.5682926829268292
True,False,False,0.1,0.001,rbf,True,,0.5682926829268292
True,False,False,0.01,0.01,rbf,True,,0.5682926829268292
True,False,False,10.0,0.01,rbf,True,,0.5682926829268292
True,False,False,0.01,0.001,rbf,True,,0.5682926829268292
True,False,False,10.0,0.001,rbf,True,,0.5682926829268292
True,False,False,0.001,0.01,rbf,True,,0.5682926829268292
True,False,True,0.001,1.0,sigmoid,True,,0.5682926829268292
True,False,True,0.1,1.0,sigmoid,True,,0.5682926829268292
True,False,True,0.01,1.0,sigmoid,True,,0.5682926829268292
True,False,False,0.1,0.01,rbf,True,,0.5682926829268292
True,False,False,0.001,1.0,linear,True,,0.5658536585365854
True,False,False,0.01,0.01,sigmoid,True,,0.5658536585365854
True,False,False,0.001,1.0,sigmoid,True,,0.5658536585365854
True,False,False,0.01,0.001,linear,True,,0.5658536585365854
True,False,False,0.01,0.001,sigmoid,True,,0.5658536585365854
True,False,False,0.1,0.01,linear,True,,0.5658536585365854
True,False,False,1.0,0.01,sigmoid,True,,0.5658536585365854
True,False,False,0.01,0.01,linear,True,,0.5658536585365854
True,False,False,0.1,0.001,sigmoid,True,,0.5658536585365854
True,False,False,1.0,0.001,sigmoid,True,,0.5658536585365854
True,False,False,0.01,0.1,linear,True,,0.5658536585365854
True,False,False,0.01,0.1,sigmoid,True,,0.5658536585365854
True,False,False,0.01,1.0,linear,True,,0.5658536585365854
True,False,False,0.01,1.0,sigmoid,True,,0.5658536585365854
True,False,False,0.001,0.1,sigmoid,True,,0.5658536585365854
True,False,False,0.1,0.001,linear,True,,0.5658536585365854
True,True,False,0.1,0.1,rbf,True,,0.5658536585365854
True,False,False,0.001,0.001,sigmoid,True,,0.5658536585365854
True,False,False,0.1,1.0,linear,True,,0.5658536585365854
True,False,False,1.0,0.1,sigmoid,True,,0.5658536585365854
True,False,False,0.1,0.1,sigmoid,True,,0.5658536585365854
True,False,False,10.0,0.001,sigmoid,True,,0.5658536585365854
True,False,False,0.1,1.0,sigmoid,True,,0.5658536585365854
True,True,False,0.001,0.1,rbf,False,,0.5658536585365854
True,False,False,10.0,0.01,sigmoid,True,,0.5658536585365854
True,False,False,0.001,0.001,linear,True,,0.5658536585365854
True,False,False,0.1,0.1,linear,True,,0.5658536585365854
True,True,False,0.1,0.1,rbf,False,,0.5658536585365854
True,False,False,0.1,0.01,sigmoid,True,,0.5658536585365854
True,True,False,0.01,0.1,rbf,True,,0.5658536585365854
True,True,False,0.001,0.1,rbf,True,,0.5658536585365854
True,False,False,0.001,0.1,linear,True,,0.5658536585365854
True,False,False,0.001,0.01,linear,True,,0.5658536585365854
True,True,False,0.01,0.1,rbf,False,,0.5658536585365854
True,False,False,0.001,0.01,sigmoid,True,,0.5658536585365854
True,True,True,1.0,0.1,rbf,False,,0.5658536585365853
False,True,False,1.0,0.1,rbf,True,,0.5658536585365853
False,True,False,1.0,0.1,rbf,False,,0.5658536585365853
True,True,True,10.0,0.01,rbf,True,,0.5658536585365853
True,True,True,10.0,0.01,rbf,False,,0.5658536585365853
True,True,True,1.0,0.1,rbf,True,,0.5658536585365853
True,True,True,0.1,0.01,linear,True,,0.5634146341463415
True,True,True,0.001,1.0,linear,False,,0.5634146341463415
True,True,True,0.01,0.001,rbf,False,,0.5634146341463415
True,True,True,0.01,0.01,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.001,linear,True,,0.5634146341463415
True,True,True,0.01,0.001,sigmoid,True,,0.5634146341463415
True,True,True,0.1,0.01,linear,False,,0.5634146341463415
True,True,True,0.1,0.01,rbf,True,,0.5634146341463415
True,True,True,0.01,0.01,sigmoid,True,,0.5634146341463415
True,True,True,0.01,0.01,rbf,False,,0.5634146341463415
True,True,True,0.01,0.001,sigmoid,False,,0.5634146341463415
True,True,True,0.01,0.01,rbf,True,,0.5634146341463415
True,True,True,0.01,0.1,linear,True,,0.5634146341463415
True,True,True,0.01,0.1,rbf,False,,0.5634146341463415
True,True,True,0.1,0.001,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.001,sigmoid,True,,0.5634146341463415
False,True,False,0.1,1.0,sigmoid,True,,0.5634146341463415
True,True,True,0.1,0.001,linear,False,,0.5634146341463415
False,True,False,0.1,1.0,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.001,rbf,True,,0.5634146341463415
False,True,True,0.01,1.0,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.001,rbf,False,,0.5634146341463415
True,True,True,0.01,1.0,linear,False,,0.5634146341463415
True,True,True,0.01,1.0,linear,True,,0.5634146341463415
False,True,True,0.01,0.1,rbf,False,,0.5634146341463415
False,True,True,0.1,0.1,rbf,True,,0.5634146341463415
True,True,True,0.01,0.1,sigmoid,True,,0.5634146341463415
False,True,True,0.01,1.0,sigmoid,True,,0.5634146341463415
True,True,True,0.01,0.001,linear,True,,0.5634146341463415
True,True,True,0.01,0.1,rbf,True,,0.5634146341463415
True,True,True,0.01,0.001,linear,False,,0.5634146341463415
True,True,True,0.01,0.1,linear,False,,0.5634146341463415
True,True,True,0.01,0.001,rbf,True,,0.5634146341463415
True,True,True,0.01,0.1,sigmoid,False,,0.5634146341463415
True,True,True,0.001,0.1,linear,True,,0.5634146341463415
True,True,True,0.1,0.01,rbf,False,,0.5634146341463415
True,True,True,0.001,0.01,rbf,False,,0.5634146341463415
False,True,True,0.001,1.0,sigmoid,False,,0.5634146341463415
True,True,True,1.0,0.1,sigmoid,False,,0.5634146341463415
False,True,True,0.001,1.0,sigmoid,True,,0.5634146341463415
True,True,True,0.1,0.01,sigmoid,True,,0.5634146341463415
True,True,True,10.0,0.001,rbf,False,,0.5634146341463415
True,True,True,10.0,0.001,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.001,linear,True,,0.5634146341463415
False,True,True,1.0,0.1,rbf,False,,0.5634146341463415
True,True,True,0.001,0.01,sigmoid,True,,0.5634146341463415
True,True,True,10.0,0.001,sigmoid,False,,0.5634146341463415
True,True,True,10.0,0.01,sigmoid,True,,0.5634146341463415
True,True,True,10.0,0.01,sigmoid,False,,0.5634146341463415
False,True,False,0.001,1.0,sigmoid,False,,0.5634146341463415
False,True,False,0.001,1.0,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.01,sigmoid,False,,0.5634146341463415
False,True,True,1.0,0.1,rbf,True,,0.5634146341463415
True,True,True,0.001,0.01,rbf,True,,0.5634146341463415
False,True,True,0.1,1.0,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.01,linear,False,,0.5634146341463415
False,True,True,0.1,1.0,sigmoid,False,,0.5634146341463415
True,True,True,0.001,0.01,linear,True,,0.5634146341463415
True,True,True,0.001,0.001,sigmoid,False,,0.5634146341463415
True,True,True,0.001,0.001,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.001,rbf,False,,0.5634146341463415
True,True,True,0.001,0.001,rbf,True,,0.5634146341463415
False,True,True,0.001,0.1,rbf,True,,0.5634146341463415
False,True,True,0.001,0.1,rbf,False,,0.5634146341463415
True,True,True,0.001,0.001,linear,False,,0.5634146341463415
True,True,True,1.0,0.1,sigmoid,True,,0.5634146341463415
True,True,True,10.0,0.001,rbf,True,,0.5634146341463415
True,True,True,1.0,0.01,sigmoid,False,,0.5634146341463415
True,True,True,0.1,1.0,linear,False,,0.5634146341463415
False,True,True,0.01,0.1,rbf,True,,0.5634146341463415
True,True,True,0.1,0.01,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.1,linear,True,,0.5634146341463415
True,True,True,0.001,1.0,linear,True,,0.5634146341463415
True,True,True,0.1,0.1,linear,False,,0.5634146341463415
True,True,True,0.1,0.1,rbf,True,,0.5634146341463415
False,True,True,0.1,0.1,rbf,False,,0.5634146341463415
True,True,True,0.001,0.1,sigmoid,False,,0.5634146341463415
True,True,True,0.1,0.1,rbf,False,,0.5634146341463415
True,True,True,1.0,0.01,sigmoid,True,,0.5634146341463415
True,True,True,0.1,0.1,sigmoid,True,,0.5634146341463415
True,True,True,0.1,0.1,sigmoid,False,,0.5634146341463415
True,True,True,0.1,1.0,linear,True,,0.5634146341463415
True,True,True,0.001,0.1,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.1,rbf,False,,0.5634146341463415
True,True,True,0.01,0.01,linear,True,,0.5634146341463415
False,True,False,0.01,1.0,sigmoid,True,,0.5634146341463415
True,True,True,1.0,0.01,rbf,False,,0.5634146341463415
True,True,True,1.0,0.01,rbf,True,,0.5634146341463415
True,True,True,1.0,0.001,sigmoid,False,,0.5634146341463415
False,True,False,0.01,1.0,sigmoid,False,,0.5634146341463415
True,True,True,0.01,0.01,linear,False,,0.5634146341463415
True,True,True,0.001,0.1,linear,False,,0.5634146341463415
True,True,True,1.0,0.001,sigmoid,True,,0.5634146341463415
True,True,True,0.001,0.1,rbf,True,,0.5634146341463415
True,True,True,1.0,0.001,rbf,True,,0.5634146341463415
True,True,True,1.0,0.001,rbf,False,,0.5634146341463415
True,True,False,1.0,0.1,rbf,True,,0.5634146341463414
True,True,False,1.0,0.1,rbf,False,,0.5634146341463414
True,True,False,0.1,1.0,sigmoid,True,,0.5609756097560976
True,True,False,0.01,1.0,sigmoid,True,,0.5609756097560976
True,True,False,0.001,1.0,sigmoid,True,,0.5609756097560976
True,True,False,0.1,1.0,sigmoid,False,,0.5609756097560976
True,True,False,0.001,1.0,sigmoid,False,,0.5609756097560976
True,True,False,0.01,1.0,sigmoid,False,,0.5609756097560976
False,True,True,10.0,0.01,rbf,False,,0.5609756097560975
False,True,True,10.0,0.01,rbf,True,,0.5609756097560975
False,True,True,0.1,0.01,rbf,False,,0.5585365853658537
False,True,True,0.1,0.01,rbf,True,,0.5585365853658537
False,True,True,1.0,0.01,rbf,True,,0.5585365853658537
False,True,True,0.001,0.01,rbf,True,,0.5585365853658537
False,True,True,0.01,0.01,rbf,True,,0.5585365853658537
False,True,True,0.001,0.01,rbf,False,,0.5585365853658537
False,True,True,0.01,0.01,rbf,False,,0.5585365853658537
False,True,True,1.0,0.01,rbf,False,,0.5585365853658537
True,True,True,0.1,1.0,sigmoid,False,,0.5560975609756098
True,True,True,0.1,1.0,sigmoid,True,,0.5560975609756098
True,True,True,0.01,1.0,sigmoid,False,,0.5560975609756098
True,True,True,0.01,1.0,sigmoid,True,,0.5560975609756098
True,True,True,0.001,1.0,sigmoid,True,,0.5560975609756098
True,True,True,0.001,1.0,sigmoid,False,,0.5560975609756098
False,True,True,0.001,1.0,linear,False,,0.5560975609756097
False,True,True,0.001,0.001,rbf,False,,0.5560975609756097
False,True,True,0.001,0.001,linear,False,,0.5560975609756097
False,True,True,0.001,0.001,rbf,True,,0.5560975609756097
False,True,True,0.001,0.001,sigmoid,False,,0.5560975609756097
False,True,True,0.001,0.001,linear,True,,0.5560975609756097
False,True,True,0.01,0.001,linear,True,,0.5560975609756097
False,True,True,0.01,0.001,linear,False,,0.5560975609756097
False,True,True,0.01,0.001,rbf,True,,0.5560975609756097
False,True,True,0.1,1.0,linear,False,,0.5560975609756097
False,True,True,0.001,0.001,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.01,linear,False,,0.5560975609756097
False,True,True,0.001,0.01,linear,True,,0.5560975609756097
False,True,True,1.0,0.001,rbf,False,,0.5560975609756097
False,True,True,1.0,0.001,sigmoid,False,,0.5560975609756097
False,True,True,0.001,0.1,sigmoid,True,,0.5560975609756097
False,True,True,1.0,0.001,sigmoid,True,,0.5560975609756097
False,True,True,0.001,0.1,sigmoid,False,,0.5560975609756097
False,True,True,1.0,0.01,sigmoid,True,,0.5560975609756097
False,True,True,0.001,0.1,linear,False,,0.5560975609756097
False,True,True,0.001,1.0,linear,True,,0.5560975609756097
False,True,True,0.001,0.01,linear,False,,0.5560975609756097
False,True,True,1.0,0.01,sigmoid,False,,0.5560975609756097
False,True,True,0.001,0.1,linear,True,,0.5560975609756097
False,True,True,1.0,0.001,rbf,True,,0.5560975609756097
False,True,True,0.001,0.01,sigmoid,False,,0.5560975609756097
False,True,True,0.001,0.01,sigmoid,True,,0.5560975609756097
False,True,True,0.1,1.0,linear,True,,0.5560975609756097
False,True,True,0.01,0.001,rbf,False,,0.5560975609756097
False,True,True,0.01,0.001,sigmoid,False,,0.5560975609756097
False,True,True,0.01,0.001,sigmoid,True,,0.5560975609756097
False,True,True,1.0,0.1,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.01,linear,True,,0.5560975609756097
False,True,True,10.0,0.001,rbf,False,,0.5560975609756097
False,True,True,0.1,0.001,sigmoid,False,,0.5560975609756097
False,True,True,0.1,0.01,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.001,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.01,sigmoid,False,,0.5560975609756097
False,True,True,10.0,0.001,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.1,linear,True,,0.5560975609756097
False,True,True,0.1,0.001,rbf,False,,0.5560975609756097
False,True,True,0.1,0.1,linear,False,,0.5560975609756097
False,True,True,10.0,0.001,sigmoid,False,,0.5560975609756097
False,True,True,0.1,0.001,rbf,True,,0.5560975609756097
False,True,True,0.1,0.001,linear,False,,0.5560975609756097
False,True,True,0.1,0.001,linear,True,,0.5560975609756097
False,True,True,10.0,0.01,sigmoid,True,,0.5560975609756097
False,True,True,0.01,1.0,linear,False,,0.5560975609756097
False,True,True,10.0,0.01,sigmoid,False,,0.5560975609756097
False,True,True,0.01,1.0,linear,True,,0.5560975609756097
False,True,True,0.01,0.1,sigmoid,False,,0.5560975609756097
False,True,True,0.01,0.1,sigmoid,True,,0.5560975609756097
False,True,True,0.01,0.1,linear,False,,0.5560975609756097
False,True,True,0.01,0.01,sigmoid,False,,0.5560975609756097
False,True,True,0.01,0.01,sigmoid,True,,0.5560975609756097
False,True,True,0.1,0.1,sigmoid,True,,0.5560975609756097
False,True,True,1.0,0.1,sigmoid,False,,0.5560975609756097
False,True,True,0.1,0.1,sigmoid,False,,0.5560975609756097
False,True,True,0.01,0.01,linear,False,,0.5560975609756097
False,True,True,0.01,0.01,linear,True,,0.5560975609756097
False,True,True,10.0,0.001,rbf,True,,0.5560975609756097
False,True,True,0.01,0.1,linear,True,,0.5560975609756097
